MutationType	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:C:0	1	6	5	40	31	0	17	8	15	11	1	24	33	87	1	3	0	3	3	138	26	3	21	12	1	40	0	35	1	1	53	0	7	3	0	4	2	11	7	10	30	1	4	19	2	15	6	35	0	10	4	4	3	2	5	12	7	11	10	5	15	4	17	1	29	3	2	3	13	0	2	4	0	32	78	9	0	26	0	16	67	1	25	2	13	2	82	55	52	45	16	32	12	16	14	6	2	35	21	2
1:Del:C:1	3	0	5	14	13	1	13	7	4	5	0	5	1	48	0	3	0	0	1	30	2	0	5	5	0	13	0	4	0	0	28	0	1	1	0	1	1	2	2	7	6	0	0	4	2	1	0	8	0	4	4	3	1	0	0	0	1	4	9	1	8	1	19	1	7	1	0	0	3	0	1	3	0	8	1	4	1	4	0	5	35	1	4	2	4	1	14	4	15	9	4	6	6	5	7	6	0	8	4	0
1:Del:C:2	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
1:Del:C:3	0	0	0	0	2	0	1	2	6	3	0	1	0	3	0	0	0	0	0	5	1	1	1	1	0	2	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	3	0	0	0	2	2	0	0	1	1	0	2	1	2	1	1	0	1	0	0	2	3	0	0	1	0	3	2	1	0	4	1	0	1	1	2	1	0	3	2	1	4	5	0	1	2	0	3	1	0	3	1	0
1:Del:C:4	2	0	0	3	2	0	2	2	0	0	0	0	2	1	0	0	0	0	2	0	0	0	1	0	0	4	0	3	0	0	2	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	2	0	0	0	1	0	0	2	1	0	0	1	0	0	4	0	1	1	0	0	0	6	1	0	1	0	1	8	1	3	0	2	0	1	2	0	0	0	0	1	0	3	0	0	7	0	0
1:Del:C:5	0	0	0	0	1	2	5	2	0	0	0	2	0	1	0	0	0	0	0	0	5	2	1	1	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1	0	2	4	2	0	0	1	0	2	0	0	0	0	0	1	1	0	0	1	1	3	2	3	0	0	0	0	0	5	0	0	1	1	0	0	1	2	0	0	0	0	1	1	6	0	0	0	0	4	6	1	1	0	0	1	1	0	0	1	5	0
1:Del:T:0	7	2	3	27	17	1	6	7	5	14	0	18	19	31	2	11	0	1	3	36	6	2	2	14	0	15	0	6	0	1	21	0	2	6	0	2	0	4	2	9	15	3	1	5	0	7	4	13	1	2	1	7	1	4	6	5	4	11	2	3	3	5	13	0	14	2	1	1	5	0	0	1	0	12	29	5	0	12	0	14	20	7	19	3	1	1	9	6	12	16	19	4	15	4	17	10	0	14	14	0
1:Del:T:1	2	1	0	4	10	0	2	1	2	2	0	1	1	21	1	1	0	0	2	7	2	0	3	1	0	9	0	3	0	0	11	0	1	0	0	0	0	1	0	3	3	1	1	3	0	3	0	4	0	2	0	1	1	1	0	1	0	1	3	0	7	1	2	4	8	1	0	0	1	0	0	2	0	1	8	1	0	6	0	3	10	0	2	1	4	2	3	3	5	5	0	2	4	2	5	0	0	9	6	0
1:Del:T:2	2	1	0	18	19	0	1	3	6	5	0	9	10	43	0	2	0	0	1	14	9	1	4	2	0	10	0	3	0	0	18	0	2	0	0	2	0	6	2	3	10	1	0	5	1	0	3	15	1	2	2	5	1	1	1	3	0	2	4	1	12	4	12	0	6	0	0	4	4	0	0	0	0	10	23	2	0	0	0	2	21	0	10	0	4	0	27	10	3	19	3	6	6	8	10	3	1	3	4	0
1:Del:T:3	1	1	4	9	17	1	1	4	2	6	1	8	11	29	1	0	0	0	0	12	19	2	6	1	0	7	0	11	0	2	27	1	2	0	0	1	2	2	1	2	16	1	2	7	0	4	4	7	2	2	1	5	6	9	2	6	2	0	17	2	11	15	14	1	13	1	0	3	5	1	1	3	1	15	25	4	0	2	0	14	37	0	22	2	5	0	9	22	3	34	5	13	3	5	15	3	2	4	3	1
