MutationType	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:C:0	21	11	16	0	0	25	13	10	1	27	0	12	2	23	10	14	4	5	12	6	4	17	23	7	16	19	4	15	2	6	4	38	10	5	28	3	7	11	10	9	51	8	0	21	23	5	12	35	12	20	21	9	121	3	4	0	27	23	8	19	7	66	6	0	5	86	3	76	59	2	3	3	2	17	53	43	7	2	9	14	3	4	1	3	2	4	1	1	0	2	19	11	13	77	17	7	5	12	2	4
1:Del:C:1	7	5	4	0	0	9	4	3	0	7	0	2	0	3	2	5	4	2	1	3	1	1	8	1	11	8	1	6	0	1	3	8	6	3	11	0	1	6	4	3	18	2	0	4	10	1	4	11	1	3	4	4	36	0	3	1	11	10	3	8	1	18	2	1	2	19	1	15	10	2	1	1	4	7	23	11	3	2	0	3	0	1	0	0	2	2	0	0	1	4	6	6	4	22	12	3	5	2	0	1
1:Del:C:2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0
1:Del:C:3	2	1	2	0	0	2	0	0	0	2	0	2	0	2	0	0	1	1	2	1	0	2	1	1	4	3	0	4	1	0	0	4	0	0	1	0	0	0	1	0	3	0	0	2	2	0	2	0	0	1	1	2	3	0	0	0	1	0	1	1	0	3	0	0	0	2	1	3	2	0	0	0	0	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	1	0	4	0	0	1
1:Del:C:4	1	1	0	0	1	3	0	0	2	0	1	0	1	3	1	1	1	0	0	0	0	3	3	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	4	0	0	0	6	0	0	0	3	0	0	2	0	1	0	0	0	2	0	1	0	3	0	0	0	3	0	5	2	0	0	0	0	2	4	3	0	0	3	2	0	0	0	0	0	0	0	0	1	1	2	1	0	6	2	1	0	0	1	2
1:Del:C:5	1	1	0	0	6	8	1	0	2	0	0	0	0	1	0	0	3	3	0	4	1	1	1	1	3	2	1	0	0	1	0	1	0	0	2	0	0	1	1	0	1	0	1	0	4	1	5	4	3	0	0	1	1	0	1	0	0	0	2	0	0	0	1	0	0	1	1	2	0	0	1	0	0	5	2	0	0	0	4	3	0	0	1	0	0	2	0	0	1	0	1	1	0	0	0	1	1	0	1	4
1:Del:T:0	8	4	7	0	2	12	6	3	0	10	0	3	0	9	6	3	0	4	6	4	3	6	8	6	5	13	1	9	2	0	1	12	2	4	9	1	0	8	2	2	29	3	1	3	15	5	5	11	10	6	4	13	32	2	2	2	9	9	9	11	0	20	2	1	2	23	3	27	17	2	0	1	2	7	22	15	1	1	4	5	0	2	0	4	2	3	0	3	2	2	6	7	9	18	7	8	9	6	1	2
1:Del:T:1	3	1	4	0	0	6	4	0	0	3	0	0	0	3	3	0	0	2	1	1	3	1	2	1	0	1	0	3	0	0	0	3	1	1	3	0	0	4	2	0	11	1	0	0	2	2	5	7	1	2	1	2	17	0	1	1	6	5	2	2	0	9	1	0	0	11	0	7	5	0	2	0	0	4	9	4	1	0	0	1	0	2	0	1	0	0	0	0	1	0	4	2	1	12	4	1	0	1	0	2
1:Del:T:2	6	1	7	1	0	7	2	3	1	6	0	0	1	4	3	3	0	1	4	5	1	9	8	4	2	7	1	3	1	3	1	9	2	2	13	1	0	3	4	2	13	5	0	3	8	0	8	4	5	5	2	3	31	2	2	0	9	11	5	3	0	17	1	0	1	21	2	22	11	1	1	2	1	9	15	10	1	3	2	2	1	0	0	0	0	3	0	0	0	2	8	3	2	15	5	2	2	2	0	4
1:Del:T:3	6	3	10	0	1	15	7	4	3	9	0	4	1	6	5	6	3	1	2	7	3	5	13	3	4	7	2	8	2	3	0	15	0	1	9	0	1	12	8	3	18	4	2	2	13	3	7	10	8	10	5	0	36	3	2	0	13	12	5	4	2	38	3	1	1	30	1	25	19	1	2	2	0	3	15	13	4	2	9	9	2	1	2	0	2	2	0	1	1	5	8	7	2	17	6	4	1	4	2	6
1:Del:T:4	11	3	11	0	2	16	6	4	8	13	0	4	4	10	2	2	11	6	1	12	2	12	13	9	7	4	1	9	3	4	1	12	2	5	13	1	1	9	7	1	21	4	1	5	18	1	4	9	11	3	6	0	30	0	2	1	11	13	6	5	5	20	2	2	0	32	0	19	20	1	2	2	1	11	6	11	2	0	8	8	0	1	0	0	0	4	4	0	1	2	9	7	2	18	6	3	1	4	2	17
1:Del:T:5	10	4	95	8	47	151	65	48	96	13	14	9	86	89	8	6	122	85	4	114	2	72	5	63	20	76	30	34	21	1	13	5	0	56	124	15	6	1	57	0	81	43	30	0	205	14	58	58	131	14	3	17	19	0	19	10	10	1	100	55	39	13	2	33	1	122	6	43	48	2	46	1	8	159	3	1	7	0	188	87	4	1	23	18	13	51	1	1	5	5	17	31	0	26	11	61	1	2	35	265
1:Ins:C:0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1:Ins:C:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1:Ins:C:2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1:Ins:C:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:Ins:C:4	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
1:Ins:C:5	2	2	1	1	9	4	2	0	1	0	0	4	0	10	1	0	1	1	1	10	4	0	1	0	10	2	4	1	3	13	0	2	0	5	3	2	0	2	5	3	0	0	2	0	5	0	1	0	2	1	0	0	1	0	1	0	1	2	1	1	1	2	3	1	2	2	1	2	4	1	1	0	0	5	0	2	1	0	5	2	0	0	0	0	1	0	2	0	3	0	2	0	1	1	0	4	0	0	2	1
1:Ins:T:0	2	1	0	0	0	3	1	1	0	1	0	0	0	1	3	0	0	1	0	1	0	2	1	0	3	0	0	0	0	1	0	2	1	0	1	0	0	2	2	0	6	1	0	0	1	2	1	0	3	0	1	1	4	0	0	0	2	2	1	0	0	3	0	0	0	6	0	3	4	0	0	0	2	0	5	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	1	1	1	0	2	1	0	0
1:Ins:T:1	2	1	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	1	1	1	0	1	0	1	0	1	1	4	0	0	0	0	0	1	0	1	0	1	1	1	2	0	0	0	0	1	0	1	1	0	0	1	4	0	1	1	2	0	1	0	0	4	1	0	0	1	1	2	4	0	0	0	1	1	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0
