MutationType	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:C:0	1	34	21	3	25	8	0	30	16	8	1	23	42	72	2	10	2	0	45	6	4	62	34	1	0	19	4	1	33	2	19	0	30	14	9	9	1	4	16	15	67	17	42	22	0	8	1	2	13	4	56	7	38	2	2	19	11	29	27	4	2	10	9	34	16	14	18	3	28	1	3	22	60	5	7	14	33	8	3	4	4	4	12	3	3	7	13	1	3	11	4	84	7	4	2	14	25	48	37	1
1:Del:C:1	4	12	11	1	10	7	0	0	11	3	0	13	12	9	0	9	3	0	9	2	0	12	7	0	0	33	0	0	14	1	1	0	1	3	4	6	3	1	2	1	27	2	12	8	0	4	2	3	11	2	15	0	4	1	0	15	0	9	15	14	0	3	4	4	7	0	12	0	10	1	0	6	8	2	1	6	6	10	1	7	1	0	3	2	1	2	9	3	4	2	1	32	5	4	0	11	12	4	12	2
1:Del:C:2	0	3	2	0	1	0	0	1	1	1	0	0	1	2	0	0	0	0	0	1	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	2	2	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	3	1	0	1	0
1:Del:C:3	0	4	1	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	1	3	0	0	0	1	0	0	0	3	0	1	0	1	1	0	0	0	2	2	0	6	0	0	3	0	0	0	0	0	0	3	1	0	0	0	0	2	1	0	2	0	1	3	1	3	1	0	0	0	1	2	0	0	0	1	2	1	0	1	0	1	0	0	0	8	1	0	3	0	4	1	0	0	2	0	0	1	0
1:Del:C:4	1	3	3	0	0	1	0	1	1	0	1	2	1	1	0	1	0	0	1	0	0	0	4	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	1	0	0	1	1	0	0	1	0	2	2	0	1	0	1	2	0	1	1	0	1	0	2	2	0	0	0	0	1	0	1	0	0	0	3	2	2	0	0	1	0	0	0	2	0	0	0	0	2	2	0	4	1	1	1	0	0
1:Del:C:5	1	0	0	0	0	2	0	1	1	0	3	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	2	1	2	0	0	0	0	1	1	1	0	0	4	0	3	0	0	0	0	1	5	0	0	3	3	0	2	0	1	0	0	1	0	0	1	1	0	1	2	1	1	0	0	0	2	2	0	0	0	0	0	5	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0
1:Del:T:0	1	13	14	1	12	7	1	4	5	3	1	15	6	16	2	3	2	0	2	0	2	11	7	2	0	20	1	0	7	1	6	1	6	9	9	3	2	0	5	4	11	2	21	4	1	2	4	0	5	0	8	0	9	3	0	7	3	2	17	5	1	5	0	1	18	1	11	2	6	0	1	9	10	7	3	4	19	7	1	5	5	1	8	3	0	3	9	1	11	7	1	27	17	1	3	8	19	17	14	2
1:Del:T:1	1	11	4	0	13	1	0	2	2	5	0	3	5	8	0	4	1	0	0	0	1	4	6	1	0	9	0	0	5	1	4	0	1	1	3	2	0	1	3	0	4	0	4	1	0	2	1	0	1	1	8	0	6	1	0	4	0	4	8	3	0	1	0	1	2	2	6	1	4	1	1	1	9	1	0	5	4	4	1	2	1	1	2	0	0	3	8	1	3	4	3	12	4	1	1	2	7	1	6	0
1:Del:T:2	3	5	6	2	17	3	0	17	2	3	0	3	8	8	0	2	1	0	13	1	1	7	6	2	0	13	0	0	7	0	3	1	4	2	5	4	0	0	2	3	5	1	18	8	0	4	1	4	6	0	7	0	14	1	2	5	2	15	6	2	1	2	3	8	2	2	7	3	3	1	0	3	10	1	1	4	3	0	2	2	0	0	2	0	0	0	6	3	4	4	3	12	2	5	1	0	10	6	8	1
1:Del:T:3	6	7	5	1	12	3	0	10	4	2	0	6	17	14	1	5	1	0	6	0	2	17	9	1	1	25	0	1	16	2	7	1	7	2	7	3	2	0	5	4	13	5	10	9	2	4	10	1	5	6	9	1	18	9	0	7	1	8	10	8	1	6	5	11	2	4	4	4	6	0	0	11	19	4	0	5	10	4	1	2	2	1	6	0	2	3	7	5	1	7	3	29	4	6	2	5	15	4	10	1
