MutationType	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:C:0	3	19	22	10	11	4	2	2	11	8	15	5	9	2	38	36	1	1	43	24	87	2	12	12	14	1	20	50	0	7	2	7	1	2	1	14	55	5	4	2	0	8	0	1	5	10	0	34	4	0	3	12	3	8	2	29	0	14	6	12	6	61	3	9	5	1	1	7	42	0	9	32	23	36	14	22	12	15	1	4	8	11	8	8	8	8	2	8	17	4	15	2	8	2	17	1	6	5	11	13
1:Del:C:1	0	11	7	1	5	3	2	0	8	6	6	0	1	0	5	7	0	0	13	4	16	2	3	6	6	1	4	18	0	5	1	1	0	4	0	4	8	0	1	0	0	2	0	0	2	2	3	7	3	0	4	3	1	0	1	12	1	9	0	2	2	18	1	4	2	0	0	1	10	0	4	9	4	13	1	12	7	2	2	4	6	4	4	1	3	5	1	1	5	1	2	2	4	2	13	2	4	0	2	4
1:Del:C:2	0	2	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	3	2	0	0	0	0	1	1	0	2	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
1:Del:C:3	0	2	0	0	3	2	1	0	0	1	1	0	0	0	4	0	1	0	0	2	3	1	0	1	0	1	1	3	0	0	0	0	0	3	1	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	2	0	1	0	1	0	3	0	0	0	1	0	1	4	0	0	1	2	2	0	1	2	3	1	1	0	0	2	0	0	1	0	0	0	1	0	1	0	0	2	0	1	0	0	0
1:Del:C:4	0	1	3	0	1	0	2	0	0	1	1	0	0	0	3	2	3	1	2	0	7	0	2	0	0	1	2	3	0	0	0	1	0	0	0	1	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	2	1	0	1	4	2	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	2	0	3	0	2	2
1:Del:C:5	0	2	0	1	2	2	1	1	0	1	5	1	4	4	1	0	7	3	0	6	8	1	0	0	0	0	0	0	1	0	1	5	2	1	3	0	0	4	2	3	0	2	1	0	0	0	0	0	0	0	2	0	0	2	6	0	0	1	1	0	0	4	0	2	2	0	0	1	1	0	0	1	0	0	2	1	0	5	5	0	1	1	1	0	2	2	1	0	1	0	1	1	1	0	0	1	4	0	2	4
1:Del:T:0	1	13	5	3	6	3	0	0	6	7	5	2	0	1	16	13	3	2	13	14	25	2	10	12	2	1	9	12	1	3	0	1	1	5	0	2	22	0	1	3	0	2	0	2	3	2	2	11	0	1	2	4	1	2	4	7	0	7	1	2	1	24	1	1	2	1	0	11	14	1	1	10	7	17	4	13	7	5	1	3	5	4	3	3	6	5	5	2	3	1	9	3	2	1	1	1	9	0	2	5
1:Del:T:1	0	5	4	1	5	2	0	0	0	1	1	0	2	0	3	4	0	1	4	2	12	1	2	3	2	0	1	9	0	1	0	0	0	0	0	2	15	0	1	0	0	0	0	1	0	1	0	5	0	0	1	4	0	2	2	5	0	0	0	2	0	4	1	3	1	0	0	2	5	1	2	6	7	3	1	3	0	1	0	3	4	1	1	0	1	4	1	0	3	1	3	1	0	0	4	0	2	0	3	3
1:Del:T:2	4	7	5	1	4	1	0	0	1	4	1	2	0	2	3	9	4	0	15	6	21	0	1	4	3	1	7	17	1	4	1	5	1	0	1	6	12	0	0	2	0	5	0	1	1	2	0	10	0	0	0	0	4	1	1	8	0	1	3	6	1	11	0	0	1	0	0	1	13	2	2	5	5	11	1	7	4	3	2	4	5	3	7	2	2	1	0	2	4	1	3	1	4	2	7	4	7	0	5	0
1:Del:T:3	3	6	9	2	4	3	5	2	1	11	7	2	10	3	18	15	4	8	16	10	27	0	12	4	4	0	12	19	5	9	3	3	3	4	3	5	12	0	0	5	1	10	2	0	0	6	3	10	2	2	5	4	1	5	2	7	1	11	3	1	2	17	2	4	2	2	2	3	18	2	3	14	8	13	4	3	1	8	3	4	6	7	3	2	1	5	2	5	4	2	9	4	1	0	2	1	6	0	6	2
