MutationType	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:C:0	17	24	11	28	32	19	18	1	27	41	39	3	1	38	20	18	22	1	8	5	97	12	4	37	48	5	5	25	5	5	29	114	15	53	40	5	1	36	7	50	12	127	0	20	14	7	10	0	2	21	2	26	17	9	2	5	41	18	6	13	24	17	60	42	9	49	6	46	126	9	24	41	12	8	26	3	32	86	107	2	4	11	0	26	14	29	9	2	28	1	3	28	40	12	29	2	5	57	112	1
1:Del:C:1	9	4	8	8	14	9	11	1	10	15	8	2	1	9	16	2	7	1	2	3	37	6	1	12	18	4	7	3	2	0	16	37	3	15	13	2	4	14	10	12	3	37	0	2	3	3	1	5	2	8	1	10	2	10	0	2	19	8	2	5	9	4	9	13	1	21	7	12	34	3	7	17	3	5	9	1	12	23	30	6	1	4	0	19	3	19	2	1	9	0	2	9	15	0	11	1	0	19	26	2
1:Del:C:2	0	0	0	1	1	0	1	1	0	1	1	0	0	0	2	0	0	0	0	0	3	2	0	0	3	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	2	2	0
1:Del:C:3	3	2	0	1	2	1	0	1	2	2	3	0	1	1	2	0	2	0	0	0	1	0	2	1	6	1	2	1	0	0	0	4	0	0	0	0	1	2	2	1	1	6	0	1	2	3	1	1	1	0	0	0	2	0	0	0	2	2	1	1	1	2	0	2	0	0	3	0	6	3	0	3	2	2	2	0	1	2	4	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	4	2	0
1:Del:C:4	2	1	0	0	2	2	0	0	0	3	3	0	0	2	1	0	2	1	0	0	6	2	0	2	1	0	0	1	0	1	1	4	4	7	1	1	1	4	1	3	1	2	0	1	0	0	0	0	1	0	1	1	1	2	0	1	3	0	1	0	1	0	0	0	1	4	0	3	5	2	1	0	0	0	2	0	1	4	5	0	0	1	0	1	1	1	0	0	2	0	0	0	1	0	1	0	1	2	7	0
1:Del:C:5	1	0	0	0	0	0	0	3	1	3	2	0	1	1	3	3	0	2	0	0	0	3	1	4	2	1	1	0	0	0	0	2	1	0	0	0	0	4	0	1	2	2	1	1	0	4	5	1	1	0	0	0	0	0	3	0	1	0	1	1	0	2	0	0	0	1	2	0	0	2	0	2	0	0	4	2	3	1	0	0	0	0	1	2	2	1	1	1	0	0	0	0	1	0	1	0	2	2	2	0
1:Del:T:0	9	7	7	5	9	9	10	2	12	19	13	2	5	10	20	7	7	1	1	0	31	10	4	13	39	2	1	7	2	0	10	47	11	19	17	6	0	9	4	15	6	48	0	6	5	3	5	0	1	6	1	10	7	9	2	5	17	11	6	9	4	8	16	11	3	21	6	19	39	15	4	13	6	12	22	2	7	32	36	7	1	6	0	13	2	17	2	2	10	0	1	12	20	5	14	0	4	18	39	0
1:Del:T:1	4	0	4	6	10	5	6	1	2	6	4	0	0	1	9	0	4	0	0	2	15	4	0	3	13	0	2	4	0	1	2	20	1	9	7	2	0	3	0	9	4	18	0	2	2	2	1	0	0	3	1	3	2	4	0	1	9	3	1	3	7	2	6	4	2	8	2	8	17	1	4	10	1	0	4	1	7	10	13	2	1	1	0	6	2	7	2	1	2	0	1	2	5	1	7	0	1	6	18	0
1:Del:T:2	7	3	2	7	9	14	9	1	4	13	6	2	2	2	6	6	7	2	1	4	31	5	3	7	13	3	5	7	0	0	10	27	4	16	6	0	1	14	3	6	7	38	0	1	3	2	5	0	0	11	1	2	2	0	1	5	22	4	2	6	7	2	12	9	0	17	3	7	39	1	10	13	6	6	9	1	6	25	26	0	2	6	0	4	3	7	2	2	11	1	3	0	18	3	8	0	1	16	30	0
1:Del:T:3	4	3	3	7	10	9	8	2	20	17	7	0	1	12	11	8	9	4	1	3	31	11	2	15	27	3	3	7	2	3	12	35	4	20	11	0	2	22	2	14	10	48	0	9	5	7	5	0	2	9	2	2	7	2	2	4	12	10	2	3	9	8	19	17	3	20	10	18	27	3	13	20	7	3	17	2	8	29	30	2	0	2	1	8	11	14	4	2	10	0	0	6	16	10	11	1	1	28	38	1
