MutationType	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:C:0	14	81	11	10	3	2	10	2	10	7	0	7	1	9	27	28	2	20	6	0	12	50	5	31	6	1	7	1	30	20	2	1	5	3	2	13	5	10	29	17	92	5	48	6	2	2	18	42	8	1	22	14	4	34	19	0	16	7	37	2	127	5	21	0	16	14	27	0	0	1	8	1	57	0	68	67	19	2	14	15	104	19	1	39	39	35	42	11	5	0	14	19	25	7	39	31	12	4	30	12
1:Del:C:1	8	6	7	9	0	0	1	2	3	2	0	2	0	5	12	16	0	13	3	0	8	21	3	4	6	0	3	3	25	5	0	1	0	9	0	6	5	3	22	7	28	2	12	1	0	1	8	9	3	1	15	6	8	7	9	1	5	7	4	0	61	7	6	2	7	11	14	0	0	1	5	1	6	0	33	3	1	0	16	7	22	3	0	8	10	17	7	5	0	0	7	7	3	2	23	3	3	2	4	4
1:Del:C:2	0	1	3	0	0	0	2	0	1	0	0	0	0	0	1	1	0	0	2	0	0	1	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	3	1	2	0	0	0	1	2	1	0	1	0	1	1	1	0	0	0	1	0	0	0	1	1	1	3	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0
1:Del:C:3	0	2	2	1	2	0	0	0	0	1	1	0	0	1	4	3	0	3	1	0	1	3	2	3	1	0	0	0	6	1	0	0	2	0	1	1	0	0	2	0	4	0	2	0	0	1	1	0	3	0	3	5	0	3	1	0	1	1	0	2	3	0	1	2	1	1	0	0	0	0	2	2	2	0	2	1	0	1	2	1	6	2	0	0	2	1	1	0	1	0	1	1	2	0	0	1	0	0	2	0
1:Del:C:4	0	4	0	2	0	0	0	0	1	1	1	0	0	0	3	0	1	2	0	0	0	0	1	1	0	1	0	0	2	0	0	1	0	1	0	2	0	0	3	0	3	1	3	1	0	0	0	2	3	0	2	0	1	0	0	0	1	1	1	0	6	1	0	1	3	0	1	0	0	0	0	0	2	0	4	0	0	0	2	0	3	0	0	1	1	2	1	0	0	0	1	0	0	0	2	1	0	1	1	0
1:Del:C:5	0	1	3	1	0	1	0	0	2	1	1	0	5	1	1	0	0	3	0	0	0	8	0	0	1	1	0	1	1	2	0	0	1	0	0	0	10	0	1	0	1	0	0	0	0	2	2	0	0	1	5	1	0	0	1	1	3	1	0	0	2	1	1	0	1	1	5	0	1	0	1	2	0	2	1	0	0	0	1	1	0	0	0	2	0	0	1	0	2	0	2	0	0	0	3	0	0	0	0	0
1:Del:T:0	7	30	3	7	7	2	3	2	2	1	0	6	2	2	15	6	2	8	8	0	3	4	5	11	7	2	3	1	17	14	2	1	1	3	4	7	7	6	9	2	20	5	50	3	2	4	8	8	8	2	0	6	2	17	6	0	3	5	16	1	15	5	16	1	8	13	17	0	4	0	4	2	28	0	21	3	2	0	9	1	10	4	4	12	11	25	8	4	8	0	8	10	3	3	19	7	5	4	1	6
1:Del:T:1	2	12	7	2	3	1	0	1	0	1	0	3	0	0	3	1	0	3	0	0	1	3	2	4	0	0	2	2	9	4	0	0	0	1	0	6	3	0	5	1	7	1	1	0	0	1	8	3	1	0	4	1	1	1	0	0	0	1	8	1	13	1	2	2	4	9	0	0	0	0	0	0	6	0	13	3	3	0	2	1	23	3	0	2	4	1	2	1	1	0	2	7	3	1	4	3	1	3	1	2
1:Del:T:2	0	17	1	7	3	0	4	1	1	0	0	0	3	3	16	2	1	10	1	0	3	12	3	9	3	0	2	0	19	2	1	1	2	4	3	14	3	4	12	1	36	5	4	1	0	1	16	10	4	2	12	7	2	4	1	4	0	3	5	6	40	4	3	0	1	6	13	0	0	0	2	2	23	0	20	6	3	0	3	3	11	7	0	11	8	4	13	0	1	0	1	5	3	5	12	12	1	0	6	0
1:Del:T:3	1	21	3	7	2	2	0	3	3	1	0	3	4	1	17	18	3	10	0	0	5	13	5	14	1	3	0	1	44	11	2	2	9	7	1	4	9	1	9	3	15	1	11	1	4	7	9	7	5	1	22	5	1	6	12	3	6	2	8	0	18	1	10	0	5	1	25	0	0	1	2	12	24	0	28	11	6	2	11	8	30	4	0	11	7	10	11	4	4	0	1	5	16	6	26	14	1	6	3	3
