Mutation	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:C:0	23	0	0	2	4	14	6	23	18	8	10	7	14	4	78	5	34	14	7	26	4	44	18	2	20	1	16	3	0	1	5	9	30	104	11	23	15	10	1	1	16	1	2	4	12	15	9	5	13	7	22	4	12	36	29	2	10	2	0	2	0	13	2	2	61	6	9	0	5	0	12	1	40	46	30	0	0	7	2	18	2	6	14	46	7	3	60	40	0	2	9	0	81	2	2	0	28	43	45	11
1:Del:C:1	11	0	0	0	3	10	2	7	10	7	4	13	4	0	11	0	6	13	8	20	4	14	6	4	11	2	10	0	0	0	2	1	5	18	3	10	16	9	2	3	11	1	0	2	4	11	2	2	4	2	3	1	2	12	12	1	2	1	0	0	0	3	1	0	17	3	13	1	2	0	2	0	13	7	6	1	1	6	0	3	3	12	2	8	4	0	26	12	1	2	7	0	9	0	5	1	17	13	11	9
1:Del:C:2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
1:Del:C:3	1	0	0	0	2	0	2	0	1	3	0	0	2	1	2	0	3	5	6	2	1	1	0	1	1	0	2	0	0	0	1	1	0	3	0	0	3	0	1	0	2	0	0	0	0	1	0	2	0	1	0	0	1	4	3	0	0	0	0	0	0	0	2	0	6	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	2	0	0	0	0	1	1	0	0	0	0	6	1	1	0	0	4	2	4
1:Del:C:4	1	0	0	0	0	2	0	0	0	0	1	0	0	0	4	1	1	0	2	0	1	0	0	1	2	0	1	0	0	0	0	0	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	3	0	0	1	0	0	0	0	0	0	1	4	0	3	0	0	0	0	0	5	4	4	0	0	1	0	2	1	0	1	2	1	0	5	0	0	0	0	0	1	0	0	0	2	1	0	2
1:Del:C:5	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	4	0	1	1	0	0	3	0	0	0	0	0	8	2	0	1	2	0	0	1	1	0	0	0	0	0	0	0	1	1	0	2	6	1	0	5	1	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	1	2	1	1	4	2	2	0	1	3	1	0	0	1	1	0	0	0	3	0	2	0	0	0	2	2	0
1:Del:T:0	4	1	0	0	2	9	0	2	3	6	1	7	6	0	20	5	16	11	17	15	3	25	16	4	10	2	5	3	0	0	1	0	18	11	4	7	3	6	7	2	16	0	1	5	6	9	3	7	8	2	3	2	4	10	4	5	4	2	1	0	1	9	3	1	38	2	14	0	3	1	1	0	11	24	9	1	1	7	1	3	2	11	4	10	5	1	18	18	0	1	1	4	27	0	2	0	6	15	4	15
1:Del:T:1	13	0	0	0	0	2	0	3	3	1	1	2	0	0	1	5	2	6	0	7	0	8	2	0	1	0	4	0	0	0	2	0	1	6	8	5	0	0	0	1	6	0	0	1	0	4	1	0	0	0	1	0	2	3	1	1	0	0	0	0	0	0	1	0	9	2	6	0	0	2	0	0	3	1	3	0	1	1	0	0	4	0	0	2	0	0	1	6	0	2	2	0	20	1	1	0	1	7	6	4
1:Del:T:2	12	0	0	0	3	1	1	5	7	0	0	5	3	0	14	2	6	12	1	11	1	16	8	3	6	0	9	0	0	0	4	0	14	22	2	2	5	4	0	1	5	0	2	0	3	8	1	0	4	2	5	0	0	6	3	1	3	0	0	0	0	2	0	1	17	0	4	0	1	0	5	1	8	8	5	1	1	1	0	7	2	3	7	6	1	1	10	8	0	3	1	2	19	1	0	0	1	7	4	0
1:Del:T:3	6	0	2	0	0	1	2	4	8	6	0	8	3	1	20	1	2	11	2	11	4	17	14	4	12	5	9	2	2	0	3	1	21	30	4	10	4	10	1	6	11	1	2	0	3	11	3	1	6	3	3	4	8	7	0	6	9	0	1	0	0	5	0	0	14	4	27	3	0	1	1	0	3	5	10	1	5	5	3	10	3	5	3	3	1	2	21	6	0	0	3	1	32	3	1	1	6	18	11	0
