Mutation	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:C:0	2	8	6	8	26	12	129	5	37	74	34	35	10	1	34	8	6	12	24	55	3	4	43	1	15	6	7	1	34	6	10	16	4	5	127	12	6	6	46	7	1	85	45	4	34	38	88	29	0	11	31	33	32	31	23	38	5	12	13	37	64	20	33	26	4	40	1	0	2	0	87	37	3	17	6	9	14	50	75	5	22	0	0	10	2	3	40	37	93	28	16	10	0	2	1	27	4	11	0	28
1:Del:C:1	0	2	2	1	22	7	15	0	24	13	3	11	1	1	9	3	3	1	6	12	1	1	30	1	6	1	0	0	13	0	4	3	11	2	30	1	3	10	26	6	4	25	12	5	8	10	18	16	0	13	8	4	20	10	6	9	8	22	7	9	18	1	9	7	3	24	1	1	0	0	20	10	0	4	4	1	5	14	12	0	5	0	0	3	0	0	5	13	24	10	7	6	0	1	0	5	2	5	0	0
1:Del:C:2	0	1	0	0	2	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	1	0	0	0	1	1	5	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	2	0	4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
1:Del:C:3	0	1	0	0	1	0	2	0	3	5	0	2	1	0	0	0	2	2	0	0	0	0	3	0	0	1	1	0	1	1	0	3	0	1	4	0	0	0	4	0	0	0	2	2	0	0	3	2	0	0	1	1	1	1	4	3	3	2	1	0	1	2	2	2	1	3	0	0	0	0	0	1	2	0	0	1	1	4	2	0	0	0	0	2	0	0	2	1	3	2	2	1	0	0	2	0	0	1	0	1
1:Del:C:4	1	1	0	0	0	2	4	0	3	2	0	2	1	0	1	0	1	2	1	4	0	0	2	0	2	0	0	0	1	0	0	0	0	1	8	0	1	0	1	3	1	1	0	1	2	2	4	0	0	1	1	0	3	1	0	6	1	0	1	1	0	0	1	1	0	5	0	1	0	0	5	1	0	0	0	0	0	1	1	0	2	0	0	0	0	0	1	1	3	0	0	1	0	0	0	3	0	0	0	0
1:Del:C:5	0	3	0	2	1	2	0	0	1	1	0	0	1	0	0	4	2	5	0	0	1	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	0	3	2	0	0	0	2	0	2	0	0	5	1	0	1	1	1	1	0	0	0	0	3	2	0	0	0	2	0	1	0	0	5	0	5	0	0	4	1	0	0	1	0	0	0	1	2	0	0	1	0	2	0	2	0	0	0	1	1
1:Del:T:0	3	5	1	1	28	3	54	3	17	35	3	4	1	0	6	6	9	6	9	27	1	8	14	0	5	3	6	2	4	3	12	8	7	5	75	3	3	8	15	9	5	25	14	2	7	9	20	6	0	12	5	8	12	7	6	31	3	5	3	8	7	1	9	32	6	28	0	0	3	0	4	9	3	8	0	2	2	27	6	1	4	0	0	6	1	2	5	12	24	19	11	7	0	0	2	18	5	4	3	12
1:Del:T:1	0	1	1	1	11	1	23	1	7	17	7	5	1	0	2	2	1	2	3	5	1	5	12	0	2	2	0	2	1	0	4	6	1	1	21	0	0	5	7	0	3	2	3	1	2	6	16	1	0	14	3	6	2	6	6	11	5	4	1	5	3	0	2	6	1	11	0	1	1	0	5	4	1	1	0	0	0	10	7	0	4	0	0	2	1	0	6	4	10	5	2	1	0	0	0	4	1	1	0	3
1:Del:T:2	0	2	0	0	4	6	29	3	8	4	3	15	4	0	6	2	0	2	4	6	0	0	19	0	6	2	0	2	1	5	1	5	2	1	83	1	1	3	7	3	1	21	19	4	10	3	15	11	0	9	4	10	20	3	6	6	4	1	1	7	2	1	3	18	3	20	0	2	0	0	6	5	3	8	3	4	4	18	13	2	9	0	1	8	1	0	11	6	33	6	3	4	1	0	2	5	0	3	1	4
1:Del:T:3	1	5	2	2	14	5	29	1	28	13	5	22	4	0	7	7	2	11	16	10	5	1	23	0	2	1	1	0	4	2	4	2	1	9	33	3	4	1	22	2	6	28	13	5	10	13	15	9	0	11	13	15	11	15	11	8	1	11	4	11	13	1	4	11	0	50	0	0	0	2	8	14	0	11	4	3	2	27	15	0	11	0	3	1	0	2	24	10	22	15	5	2	3	0	6	5	1	4	0	5
