Mutation	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:C:0	13	38	0	5	9	76	34	34	0	33	2	1	20	138	7	2	8	10	2	2	8	28	4	32	10	9	15	2	75	28	2	7	13	0	52	63	5	4	13	2	3	20	8	59	1	5	2	9	10	35	1	20	33	0	28	14	23	73	14	67	102	8	23	30	18	6	32	13	28	10	2	1	49	9	154	6	154	1	3	19	1	13	1	3	4	27	6	11	1	0	67	19	28	10	15	18	10	0	23	13
1:Del:C:1	3	30	0	1	5	13	10	12	0	6	4	0	29	41	8	1	3	6	1	0	1	9	2	2	3	3	11	0	10	19	1	6	4	0	9	24	0	1	6	2	2	6	1	20	0	0	0	7	2	9	2	22	7	1	16	3	6	1	0	21	12	7	7	11	3	3	12	2	9	5	0	5	8	2	24	4	24	0	3	15	0	1	6	3	3	11	1	2	0	0	37	3	8	5	1	10	4	0	1	4
1:Del:C:2	0	4	4	0	1	4	0	3	1	0	0	0	4	1	3	1	0	5	1	0	1	2	5	1	7	0	4	1	2	6	0	7	18	1	3	0	0	1	2	0	0	1	0	0	0	5	4	7	4	0	0	3	0	0	1	1	8	4	1	0	7	0	8	1	3	4	3	7	1	7	4	0	3	1	3	1	3	4	1	0	2	1	0	7	3	1	0	1	2	0	0	1	4	1	12	1	2	1	1	1
1:Del:C:3	1	45	44	25	2	22	0	22	2	1	7	8	38	3	27	9	5	37	1	1	7	8	31	10	50	5	24	17	2	236	7	50	87	8	54	0	16	1	135	4	9	2	5	2	2	37	39	79	150	25	24	25	15	3	10	1	45	51	30	2	85	3	233	10	12	11	9	62	4	52	36	2	12	0	3	0	15	73	7	15	71	5	8	45	5	2	2	16	149	0	2	20	19	9	55	5	24	8	8	0
1:Del:C:4	0	3	0	0	1	2	0	1	1	0	0	0	4	5	1	0	0	0	0	0	0	1	8	2	0	2	2	1	0	1	0	0	1	0	2	2	0	0	0	0	0	0	1	4	1	0	2	1	0	0	0	2	1	0	7	2	0	0	0	1	4	2	0	4	0	1	0	0	2	1	2	0	4	0	12	0	4	0	0	1	0	1	2	0	0	1	0	0	0	0	3	2	1	0	0	2	1	3	0	0
1:Del:C:5	5	0	1	0	2	1	0	1	0	0	1	1	0	4	5	1	0	0	2	2	1	0	10	1	3	0	1	0	1	1	0	1	2	1	0	0	2	0	0	0	1	0	5	0	2	1	1	0	3	0	2	0	0	0	3	4	5	0	0	0	0	0	0	2	1	3	1	0	0	0	3	0	1	0	12	2	3	0	2	2	0	5	1	0	0	1	0	0	2	0	1	1	0	0	0	7	0	0	4	0
1:Del:T:0	3	18	0	1	3	29	5	11	0	4	6	0	8	24	7	2	4	1	8	3	3	10	10	4	3	6	11	4	27	18	5	2	6	0	9	9	1	8	6	0	0	9	1	33	1	2	4	12	13	7	0	17	11	2	8	0	5	16	6	9	23	7	13	17	0	10	8	3	11	1	2	0	19	2	36	4	44	0	10	24	3	6	7	3	2	9	1	4	1	2	31	13	14	4	7	17	7	1	3	5
1:Del:T:1	1	10	0	0	2	17	3	14	0	5	1	0	13	7	7	1	1	2	0	0	4	1	1	0	2	0	6	2	4	6	2	2	0	0	6	18	0	0	0	0	2	1	1	25	0	0	0	2	3	5	0	10	2	0	0	2	3	3	1	11	4	1	2	4	1	6	2	0	7	1	0	0	3	0	9	0	18	0	0	2	1	4	2	0	2	1	5	0	0	0	13	3	9	1	1	3	4	0	0	2
1:Del:T:2	10	29	0	4	6	8	5	14	0	4	3	0	14	6	3	2	0	4	0	5	0	3	8	4	0	2	4	3	10	19	1	3	5	0	5	5	0	1	4	0	1	1	2	20	1	4	0	8	4	8	1	9	6	1	7	7	7	7	2	16	5	5	8	20	4	4	4	1	3	1	2	0	12	0	51	10	38	0	1	3	0	3	0	2	1	8	3	3	2	0	17	10	10	0	8	7	2	2	2	2
1:Del:T:3	9	21	3	9	3	32	5	19	1	10	2	0	8	46	1	1	9	6	8	11	0	7	28	7	3	0	11	9	19	7	0	3	2	0	15	45	3	0	5	1	6	4	4	26	1	4	8	15	4	13	2	13	8	0	13	15	5	10	8	30	19	3	14	28	7	4	6	3	2	0	6	1	18	2	24	9	62	0	1	5	1	12	2	1	1	21	10	2	1	0	25	12	10	2	3	22	2	1	0	1
1:Del:T:4	17	37	3	9	16	17	1	7	0	9	2	1	2	31	5	5	0	0	3	4	2	9	32	8	1	0	23	17	18	13	2	1	4	0	7	18	1	11	12	0	12	5	5	21	8	2	6	11	14	4	0	4	6	0	19	4	6	14	2	11	14	5	13	19	0	7	23	3	9	2	18	0	6	3	99	10	38	0	7	20	3	7	15	0	1	10	4	6	3	0	45	9	11	0	1	17	5	7	7	3
1:Del:T:5	251	85	55	101	21	26	4	7	8	15	93	84	8	74	94	175	2	44	52	261	84	33	716	26	6	15	130	123	57	8	14	93	39	0	5	10	77	221	63	0	21	0	47	45	186	73	209	1	146	19	46	21	53	17	184	194	82	5	9	2	10	0	44	242	0	108	83	11	189	32	31	3	27	6	295	132	14	1	88	69	74	97	154	75	7	38	23	14	49	10	23	41	0	18	5	288	66	28	65	2
1:Ins:C:0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
1:Ins:C:1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
1:Ins:C:2	0	1	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1:Ins:C:3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:Ins:C:4	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	4	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	2	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
1:Ins:C:5	7	2	0	3	0	4	2	0	2	0	0	2	0	3	0	3	0	0	6	2	1	1	9	0	5	2	2	3	1	1	6	0	2	1	0	2	1	6	2	0	1	0	0	0	5	0	2	0	0	0	1	2	1	0	4	10	2	0	6	0	0	0	0	0	0	1	0	0	4	2	4	0	0	1	7	3	1	2	1	4	1	1	9	0	2	2	2	2	3	0	1	1	1	1	1	8	2	1	0	0
1:Ins:T:0	0	3	0	0	0	3	0	2	0	0	0	0	2	5	4	1	0	1	1	0	2	1	1	0	0	0	0	0	5	2	0	0	0	0	6	4	0	3	2	0	1	2	0	4	0	0	0	0	1	3	0	5	4	0	0	0	1	0	2	0	4	0	1	2	1	0	0	1	1	0	0	0	4	0	13	0	6	0	0	2	1	0	0	0	0	5	3	0	0	0	6	0	1	2	0	2	1	0	1	0
1:Ins:T:1	1	6	1	2	4	2	1	4	0	0	0	0	2	2	1	1	1	1	0	0	0	3	0	3	0	2	0	0	2	3	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	3	1	0	1	0	0	0	0	0	4	0	1	1	0	2	1	1	2	0	0	0	3	1	13	0	4	0	1	2	0	0	0	0	0	0	1	0	0	0	6	0	4	1	0	0	0	0	1	1
1:Ins:T:2	0	0	0	0	0	1	0	2	0	0	0	0	1	2	1	0	0	0	0	1	0	0	3	0	1	2	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	2	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0
1:Ins:T:3	0	1	0	1	0	0	0	2	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0	3	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0
1:Ins:T:4	1	1	0	2	0	2	0	0	2	0	0	0	0	1	0	1	1	1	2	2	1	1	1	1	3	1	1	0	2	2	3	0	0	1	2	2	0	1	1	0	0	0	0	2	2	1	8	0	1	0	3	0	0	0	3	7	0	0	8	0	4	0	1	1	2	1	2	1	1	1	2	1	0	0	0	0	3	0	0	1	2	1	2	0	0	1	1	1	2	0	0	0	0	0	0	3	0	2	1	0
1:Ins:T:5	45	7	0	30	2	83	34	13	117	20	8	0	8	40	4	21	1	5	71	6	81	27	9	3	148	14	8	25	5	8	217	0	59	40	218	78	1	170	9	7	21	6	41	27	8	10	63	3	22	1	93	39	6	5	99	57	1	14	131	1	16	4	2	103	28	34	30	28	15	14	9	5	3	8	46	43	58	13	5	21	14	13	32	4	47	7	18	38	82	4	14	2	2	9	0	253	1	37	63	2
2:Del:R:0	0	2	0	1	0	5	0	0	0	1	0	0	2	5	0	0	0	0	0	0	3	2	0	4	2	1	3	0	6	2	1	3	3	0	2	4	1	1	0	0	1	1	1	4	0	1	0	4	3	0	0	2	1	0	1	0	2	0	1	0	7	0	2	4	0	1	0	0	0	0	0	0	3	0	2	2	8	0	1	2	0	0	0	0	1	8	0	0	1	0	4	0	3	2	0	1	0	0	0	0
2:Del:R:1	1	3	0	2	0	0	0	3	1	1	0	0	3	3	1	1	0	1	2	1	0	0	3	1	0	0	0	2	6	1	0	2	1	1	3	2	1	2	1	0	0	3	0	1	1	0	4	3	4	1	0	10	3	0	0	4	0	0	1	0	0	1	0	1	0	1	7	0	1	1	0	0	1	0	4	0	3	0	2	3	0	0	1	0	0	4	0	0	0	0	4	0	1	0	0	1	0	0	0	0
2:Del:R:2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	1	2	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Del:R:3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Del:R:4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
