Mutation	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:C:0	11	49	48	75	2	0	8	1	1	29	8	17	13	1	10	13	17	2	5	1	63	3	3	18	2	5	7	13	18	13	12	19	23	0	64	5	29	10	54	8	61	58	39	26	4	3	3	10	41	7	2	5	18	7	3	34	13	4	5	6	7	7	26	10	6	37	1	13	2	4	11	21	41	54	6	13	29	5	3	10	0	1	37	12	2	22	3	13	9	3	62	18	6	61	2	2	14	8	5	9
1:Del:C:1	5	20	8	3	0	1	1	1	0	1	7	5	5	0	4	6	30	1	7	1	25	1	1	3	4	0	5	6	10	2	9	0	20	1	5	2	15	0	23	2	12	15	6	9	5	2	2	4	19	5	1	3	2	4	3	8	9	2	0	3	12	0	1	4	5	23	2	3	0	0	5	22	19	11	8	1	4	1	3	2	2	0	8	6	0	7	0	2	1	0	12	6	10	11	2	0	7	5	3	0
1:Del:C:2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	4	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	1	0	0	0
1:Del:C:3	0	3	1	0	0	0	1	0	0	1	0	0	0	0	2	4	5	0	1	1	1	1	0	1	0	0	1	0	1	0	3	1	0	0	3	1	3	2	5	0	4	4	5	2	1	0	0	0	1	0	0	0	0	1	1	4	0	1	1	0	1	1	0	2	0	2	0	0	0	1	0	2	1	1	1	0	1	1	1	0	0	0	0	1	0	2	1	0	0	1	2	0	0	1	0	1	1	2	0	1
1:Del:C:4	0	5	2	3	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	2	1	4	1	2	0	6	2	0	2	6	1	3	4	1	1	3	0	0	2	0	0	0	1	5	2	1	1	0	0	0	1	0	1	1	0	0	0	0	2	0	0	1	3	3	3	0	0	2	0	1	0	0	0	3	1	0	1	1	0	0	0	1	0	0	3	0	1	0	0	0	0
1:Del:C:5	0	0	0	0	0	0	1	0	0	0	1	3	1	0	0	1	0	2	0	1	0	1	1	0	3	0	0	0	0	0	3	1	1	1	1	2	1	0	1	0	2	3	0	5	5	0	0	2	1	1	0	2	5	2	0	0	0	0	0	1	2	0	1	2	0	0	1	3	0	0	1	1	1	0	0	5	0	1	2	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	4	0	1	0	0
1:Del:T:0	2	16	4	21	2	3	6	5	1	4	13	7	1	0	9	4	24	0	10	8	13	1	2	7	5	1	7	8	14	2	10	4	12	0	20	2	10	3	20	2	11	19	14	14	4	1	1	2	11	3	4	4	19	3	3	11	15	1	1	2	3	7	8	8	1	20	5	8	4	4	2	15	13	12	13	11	9	6	3	1	0	0	8	2	2	7	4	8	8	3	8	1	4	18	2	2	8	9	1	2
1:Del:T:1	2	10	3	2	0	0	0	1	0	4	4	3	2	0	0	1	7	0	2	1	9	0	2	0	1	0	4	2	3	5	4	3	2	1	2	0	2	0	2	2	5	7	3	5	1	0	1	1	10	2	0	2	5	0	1	7	2	0	0	0	1	4	0	3	2	5	1	2	4	2	1	2	5	4	0	2	1	1	2	3	0	0	10	0	0	1	0	2	1	0	0	0	1	10	1	2	0	1	2	0
1:Del:T:2	20	34	3	64	15	0	11	7	0	3	56	68	10	131	4	44	63	84	52	7	25	12	52	4	5	11	5	34	102	4	18	244	13	7	12	4	3	28	33	9	17	10	43	2	30	0	96	27	19	10	145	55	5	34	23	2	6	5	4	1	3	7	17	3	2	9	33	12	11	1	64	20	15	4	3	9	60	11	23	28	0	10	8	12	1	52	0	37	10	7	64	24	23	13	2	23	8	57	24	2
1:Del:T:3	10	19	9	6	1	0	6	1	5	2	6	13	2	3	4	4	27	0	2	2	14	1	2	4	5	0	5	2	15	1	6	5	2	0	9	3	6	2	30	8	9	9	9	15	10	2	5	2	29	3	2	4	17	2	3	7	2	0	0	0	2	6	7	3	4	28	2	7	2	1	2	6	19	3	6	3	8	2	5	2	1	0	5	1	0	9	3	7	2	1	11	2	5	17	5	2	3	5	1	5
