Mutation	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:C:0	58	1	1	1	10	14	26	45	37	90	62	5	18	16	24	63	11	42	2	8	23	9	1	55	2	3	43	4	2	2	23	9	78	14	109	0	1	13	15	7	10	42	3	80	3	0	60	21	11	10	5	9	28	6	34	1	13	6	31	2	7	25	57	8	37	1	0	8	0	4	156	5	1	8	7	63	3	6	4	37	0	4	22	36	16	1	10	11	3	90	6	51	13	12	19	15	0	35	18	17
1:Del:C:1	10	2	0	0	5	4	13	19	11	17	6	6	4	6	10	24	0	19	0	1	7	9	1	11	2	0	39	2	3	2	14	8	37	12	27	0	2	3	8	1	2	9	2	17	1	0	11	15	0	4	2	7	5	11	23	4	4	4	1	3	3	28	32	0	9	0	0	2	0	2	43	1	2	2	2	21	0	2	6	21	0	6	11	4	7	2	0	6	2	23	5	9	4	1	4	0	0	9	11	20
1:Del:C:2	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	3	1	0	1	2	0	0	0	1	0	1	2	2	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1
1:Del:C:3	0	0	0	0	1	2	1	6	0	1	5	0	1	1	1	1	2	1	0	0	2	0	0	1	0	0	10	0	0	0	1	0	10	1	7	0	0	0	0	0	1	1	0	2	0	0	0	8	1	0	0	2	2	5	2	0	1	2	1	1	0	7	4	0	2	0	0	0	0	0	3	1	0	0	1	3	0	0	0	1	0	1	0	1	1	0	0	2	0	0	1	3	0	0	1	1	0	1	4	4
1:Del:C:4	0	0	1	0	0	0	1	3	0	1	1	0	0	0	1	1	0	2	0	0	2	2	0	1	1	0	1	0	0	0	0	0	5	1	4	0	0	0	0	0	0	1	0	0	0	0	2	4	0	1	0	1	0	0	5	0	0	1	2	0	1	2	2	1	1	0	1	1	0	0	2	0	0	0	1	3	0	2	0	3	0	0	1	0	4	0	0	2	1	0	0	0	1	2	2	0	0	2	4	2
1:Del:C:5	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	4	2	1	1	0	3	1	4	0	1	3	0	3	0	1	2	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	2	0	1	3	0	3	0	0	0	0	1	0	0	1	0	0
1:Del:T:0	27	0	0	0	3	4	6	27	6	24	12	8	10	6	12	16	9	8	1	14	13	7	0	11	4	0	20	4	2	0	18	9	17	4	13	0	1	5	9	2	2	4	0	22	1	0	15	19	7	4	4	3	5	9	12	3	11	2	13	2	2	7	19	7	8	1	2	3	0	1	53	5	5	2	2	12	0	3	10	7	0	4	4	6	19	0	11	14	3	35	4	16	6	3	6	6	0	33	3	8
1:Del:T:1	1	3	0	0	2	0	2	12	6	17	7	1	1	1	10	10	1	7	0	4	2	2	0	5	1	1	18	1	1	2	3	1	6	8	17	0	0	0	1	1	2	4	1	3	0	0	11	3	1	4	0	2	4	3	9	1	2	1	1	1	0	8	8	0	3	0	0	3	0	0	7	1	2	1	0	11	0	3	4	6	1	4	0	3	7	0	2	2	1	6	4	1	1	2	1	1	0	3	2	5
1:Del:T:2	10	1	2	0	2	7	9	22	2	8	9	4	2	2	5	3	5	14	1	6	2	2	0	12	6	2	2	2	3	4	10	7	18	1	15	0	1	0	4	4	1	4	1	23	0	0	10	5	3	1	2	1	2	4	6	1	4	0	7	0	0	7	13	5	14	1	0	4	0	2	20	1	1	2	0	14	0	2	5	14	0	2	7	2	4	1	0	3	1	28	0	4	6	2	2	2	0	14	11	6
1:Del:T:3	15	2	1	0	2	8	0	11	5	12	22	4	1	2	11	17	2	18	1	2	4	7	2	12	6	0	37	9	4	1	8	6	12	2	31	0	0	1	1	0	0	2	1	17	0	0	23	17	12	7	2	2	3	3	7	7	7	0	9	0	2	14	48	8	12	4	0	3	0	0	35	4	7	1	1	8	0	3	11	18	0	1	4	5	8	1	5	16	3	40	3	7	2	4	4	5	0	9	14	11
