Mutation	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:C:0	35	5	4	10	2	19	2	51	60	15	4	5	4	0	4	1	6	9	15	19	7	1	54	6	0	2	2	19	6	53	19	64	3	5	18	4	11	72	4	2	15	31	28	30	0	1	21	54	5	1	0	14	0	0	86	2	20	4	3	4	22	5	28	1	6	18	62	4	57	4	49	1	6	43	0	3	22	3	38	25	2	5	1	2	11	51	9	16	20	21	0	20	51	0	2	26	5	72	4	3
1:Del:C:1	24	0	3	4	6	16	1	14	4	4	4	1	3	0	3	1	1	2	4	14	1	0	9	8	1	0	1	1	2	6	10	8	7	3	4	4	2	2	0	1	4	10	14	14	0	0	9	9	6	0	1	5	3	0	13	0	8	0	3	1	12	4	1	0	0	3	2	1	17	1	24	1	2	19	1	2	5	2	38	4	2	1	3	1	0	9	1	2	8	6	3	5	19	0	2	5	0	14	1	3
1:Del:C:2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:Del:C:3	1	1	0	2	2	2	1	6	1	0	0	0	0	1	0	0	1	1	2	4	4	0	4	0	0	1	0	0	0	2	1	1	0	0	0	0	0	1	0	0	0	3	3	1	1	0	0	3	2	0	0	0	0	0	5	1	1	0	0	0	1	0	1	1	1	2	1	0	0	2	1	1	0	0	0	0	2	0	1	0	1	0	0	1	0	0	1	2	0	0	0	0	2	0	2	0	1	4	0	0
1:Del:C:4	72	1	1	73	18	0	1	5	1	1	16	12	14	16	0	7	4	1	4	31	177	84	9	6	24	30	55	7	160	42	4	7	43	61	27	84	8	2	4	25	11	9	7	22	9	0	14	13	13	0	2	32	22	77	5	13	8	34	10	91	2	12	6	1	0	0	0	15	0	0	5	10	34	4	1	1	5	0	1	5	17	3	24	13	8	21	1	70	17	2	0	9	11	2	60	4	8	5	0	10
1:Del:C:5	110	0	3	3	2	49	12	149	124	28	6	2	2	0	39	2	17	1	58	3	2	12	4	15	10	7	1	26	1	1	19	11	178	84	3	16	18	17	16	3	1	0	40	2	8	43	24	2	24	1	17	13	6	5	11	4	27	2	65	12	5	20	22	25	7	4	2	9	32	3	39	2	12	18	4	62	4	12	90	5	6	12	5	14	14	10	39	43	0	46	36	22	30	22	6	7	28	8	3	7
1:Del:T:0	8	2	4	9	5	7	4	14	14	0	3	2	3	0	5	1	3	8	7	25	7	0	24	6	0	4	1	5	1	12	11	8	3	1	6	1	7	21	1	2	7	4	16	13	2	3	9	11	3	0	3	2	1	3	17	1	4	0	16	2	4	2	8	0	4	9	14	3	28	5	29	3	3	16	2	0	8	0	13	2	2	3	1	0	11	28	1	9	8	12	5	5	16	1	6	14	2	14	2	10
1:Del:T:1	6	3	1	0	1	3	0	10	2	0	0	0	0	0	0	0	1	2	2	5	2	0	13	3	0	2	0	1	1	4	0	1	4	1	2	1	2	2	1	1	3	4	4	7	0	0	4	12	1	0	0	1	0	0	6	0	1	1	1	0	1	1	4	1	0	1	3	1	7	2	13	1	1	1	0	1	5	1	8	0	2	1	1	0	2	7	2	0	3	4	0	4	6	0	0	8	1	12	3	3
1:Del:T:2	5	0	0	3	1	6	2	10	5	3	0	3	1	0	1	0	5	2	1	2	5	2	16	3	0	2	0	0	6	14	4	16	1	3	4	4	3	18	5	4	0	5	17	5	1	3	5	15	1	0	0	0	1	1	4	1	5	7	0	0	2	2	8	0	4	9	10	2	9	0	11	1	1	15	2	3	1	2	13	3	1	0	1	0	6	7	3	3	14	2	2	1	15	1	7	3	1	6	1	2
1:Del:T:3	14	1	3	5	3	3	1	19	7	2	1	3	2	2	2	0	6	4	4	6	2	2	21	3	0	3	0	9	1	22	9	14	4	2	0	4	5	16	4	3	2	4	34	8	0	9	3	10	3	0	2	2	2	6	7	3	8	8	1	3	12	6	10	1	8	6	12	0	27	17	23	2	3	17	3	2	11	0	3	5	1	1	1	1	3	11	7	3	4	9	0	1	15	2	3	7	1	19	7	3
1:Del:T:4	10	1	5	5	3	8	4	35	2	3	1	2	2	6	1	0	7	2	8	1	10	5	20	2	0	8	0	2	3	21	5	16	6	0	3	2	0	9	6	2	21	3	15	26	1	2	16	14	9	1	5	1	2	3	13	8	13	6	2	3	6	7	2	3	11	18	11	2	27	7	11	1	1	12	1	1	4	1	3	6	0	1	0	10	6	19	6	5	8	4	0	4	17	4	15	15	4	16	11	4
1:Del:T:5	42	30	67	26	55	20	13	13	93	11	2	34	24	25	83	0	55	1	30	24	129	3	19	19	0	12	0	10	21	81	8	2	14	14	10	3	1	12	55	63	8	14	70	57	11	35	30	1	31	0	69	5	1	134	0	185	44	84	1	4	49	45	47	0	345	169	135	2	52	125	9	1	83	9	60	6	1	19	43	24	3	4	4	4	33	188	157	29	1	4	7	0	1	17	148	75	3	40	164	44
