MutationType	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:C:0	15	55	20	26	59	1	1	35	1	14	9	40	8	3	17	3	12	0	55	11	5	57	13	6	10	20	4	32	15	10	0	3	3	6	1	14	8	15	16	32	23	10	7	4	37	27	52	1	4	31	7	9	2	41	2	10	20	3	1	9	48	18	2	3	29	19	36	0	4	11	7	7	2	0	4	3	9	2	22	2	8	22	3	82	34	7	7	0	11	5	16	1	58	9	77	64	3	83	5	3
1:Del:C:1	6	17	9	7	12	3	0	16	1	5	10	18	4	2	7	1	9	0	16	4	1	15	9	1	2	8	4	15	8	1	0	2	1	0	1	4	7	8	13	11	9	2	3	0	19	10	28	0	1	10	2	3	1	7	2	1	5	0	0	3	10	7	0	0	11	6	14	1	4	1	2	1	2	1	2	4	3	1	9	3	4	7	4	32	20	4	5	0	4	1	3	0	21	2	33	12	1	24	2	0
1:Del:C:2	59	0	53	4	11	1	5	12	6	14	26	85	16	20	15	19	2	7	26	162	11	4	125	1	8	12	6	0	6	5	6	13	3	1	28	9	5	0	1	5	23	18	63	8	50	50	1	0	7	0	18	14	69	41	7	58	7	15	23	74	22	1	1	6	43	5	5	68	8	19	2	4	12	2	73	11	20	23	29	36	11	12	9	18	4	25	15	8	1	4	13	11	40	31	1	41	0	73	51	71
1:Del:C:3	0	2	3	2	2	1	0	1	0	1	5	3	0	0	1	0	0	0	0	1	0	0	2	2	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	5	0	1	1	1	4	2	3	1	0	3	1	2	2	5	0	1	0	0	0	1	1	1	1	1	0	0	2	1	0	0	1	0	0	0	0	1	1	0	3	0	0	0	0	2	1	1	0	1	1	1	2	0	4	1	2	2	1	5	1	0
1:Del:C:4	0	1	0	3	4	0	1	1	0	0	0	1	0	0	1	1	1	0	3	1	0	0	0	1	1	2	0	1	0	0	0	0	1	0	0	0	0	2	1	1	3	0	0	0	1	2	0	0	1	1	0	0	0	2	0	0	2	0	2	0	3	2	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0	0	4	2	1	0	0	0	1	1	0	1	0	5	2	0	2	0	0
1:Del:C:5	0	0	0	4	1	0	5	0	0	1	2	1	2	1	0	0	0	0	2	2	0	0	0	6	0	1	0	1	0	0	0	1	0	1	2	1	1	6	0	0	3	0	0	0	0	2	2	0	0	2	0	0	0	2	1	0	2	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	3	0	2	0	0	1	1	2	1	1	3	3	0	0	0	1	1	0	2	1	0	2	0	4
1:Del:T:0	2	31	15	10	17	2	5	14	0	4	7	7	3	1	9	2	11	0	16	4	1	8	9	4	4	10	6	11	5	2	0	0	3	3	0	8	7	6	11	16	13	1	2	7	18	5	19	0	4	15	8	4	4	16	0	3	9	3	0	3	14	8	1	2	11	12	18	0	1	1	3	4	1	1	3	4	6	2	19	0	6	12	2	32	11	5	6	0	5	1	10	0	16	4	32	20	1	29	6	4
1:Del:T:1	4	10	6	2	9	0	2	4	0	3	2	4	0	0	7	0	3	0	5	0	0	3	1	0	2	4	0	6	3	1	0	1	0	0	0	2	3	4	2	4	4	0	2	1	5	4	6	0	1	6	3	0	0	8	0	1	1	0	0	1	5	4	0	0	5	4	3	0	1	1	1	1	0	0	1	3	0	0	1	0	2	0	0	13	4	3	3	0	0	0	0	0	7	1	7	9	2	7	2	1
1:Del:T:2	5	14	2	8	11	0	2	10	1	5	1	9	3	1	2	1	7	0	14	5	2	12	5	1	1	6	0	18	3	4	0	2	2	0	0	8	1	10	7	6	7	2	5	1	10	3	15	0	1	6	2	2	0	11	0	1	3	0	1	4	17	3	1	1	16	4	9	0	1	2	4	4	2	1	1	0	2	2	5	0	0	4	2	16	11	2	3	0	3	0	7	0	17	2	22	21	0	24	0	2
1:Del:T:3	2	28	2	6	15	1	7	18	1	3	2	19	2	3	3	1	5	0	19	5	2	12	3	10	2	14	2	19	2	0	0	3	3	3	0	12	1	15	6	5	9	1	6	2	18	5	19	0	0	17	3	2	1	8	1	5	7	1	0	5	22	10	2	2	13	8	18	2	2	3	1	1	2	2	3	0	2	3	4	0	1	9	1	29	21	5	6	1	7	2	9	1	20	1	26	23	1	29	0	4
