MutationType	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:C:0	3	2	4	14	3	11	7	5	11	10	10	12	21	4	46	20	48	36	26	39	13	5	4	28	34	3	2	87	31	5	17	10	24	9	1	1	25	8	8	4	10	5	3	3	7	4	6	28	9	0	10	10	1	21	1	5	4	1	4	54	18	4	14	1	14	10	2	2	22	0	5	1	6	3	0	0	3	2	20	10	5	9	0	4	1	9	7	3	8	14	45	4	73	11	58	66	5	5	4	13
1:Del:C:1	1	0	0	11	3	11	4	2	2	6	9	2	8	0	10	6	13	10	3	12	4	1	1	11	5	1	0	24	16	1	4	1	7	1	1	2	11	2	3	0	2	4	2	4	3	2	2	10	3	2	4	3	0	6	0	3	4	0	4	7	2	2	1	1	6	9	0	1	3	0	2	0	3	2	0	1	2	0	4	6	2	4	0	4	1	2	3	1	0	6	13	0	18	2	19	26	3	1	2	9
1:Del:C:2	1	0	2	6	2	0	1	0	0	2	0	5	1	3	3	1	2	2	0	5	3	0	3	0	10	0	1	3	0	10	0	1	0	1	3	1	0	0	0	1	0	1	0	1	1	0	3	1	3	0	4	0	1	1	1	1	1	1	12	4	0	1	1	2	0	0	0	1	1	0	1	0	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	3	6	2	0	4	0	4	0	1	0	1	1
1:Del:C:3	11	1	5	24	0	1	3	3	0	0	4	16	1	2	14	11	0	7	3	6	12	4	4	2	35	2	6	7	2	43	1	1	2	4	10	1	4	1	2	1	1	2	2	0	2	2	10	4	7	1	10	1	3	6	6	0	1	1	58	7	3	8	3	2	1	1	1	3	0	0	3	18	3	2	1	0	0	2	3	10	1	2	0	1	6	1	1	1	14	13	4	2	17	1	7	10	10	0	0	0
1:Del:C:4	1	0	0	0	0	0	0	1	2	2	0	1	1	2	2	0	5	0	1	0	0	0	2	1	1	2	0	1	0	0	0	1	0	0	2	0	1	0	1	1	0	1	0	1	0	0	1	3	2	1	0	1	0	1	0	0	0	0	0	3	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	1	0	1	0	3	1	0	0	1	3	0	2	0	2	2	1	0	0	1
1:Del:C:5	1	1	1	0	1	2	2	2	0	2	4	3	1	0	0	0	0	2	0	1	0	0	4	3	0	1	0	1	1	0	1	0	0	1	1	0	3	0	0	0	0	0	2	0	1	0	1	0	0	1	1	1	0	0	3	0	0	0	6	0	1	0	1	1	0	2	2	2	0	0	0	1	2	0	1	0	0	1	2	0	0	2	1	0	0	3	1	0	0	0	1	0	0	0	0	2	1	2	0	1
1:Del:T:0	2	1	2	7	11	6	0	2	4	8	11	8	5	3	13	8	12	8	7	28	8	1	4	9	8	0	2	23	10	1	8	3	3	4	1	1	8	3	0	6	6	6	3	4	5	4	1	13	8	0	6	3	0	1	2	3	4	1	3	17	9	3	10	2	8	4	2	4	4	0	3	1	3	0	0	2	2	6	7	4	2	5	1	4	1	10	3	4	1	12	10	0	24	5	22	24	4	3	2	10
1:Del:T:1	0	0	0	4	2	0	1	0	2	6	4	1	1	1	5	3	11	5	5	4	2	0	1	3	1	0	0	8	7	3	1	3	4	1	1	1	5	1	2	2	2	0	2	1	0	1	2	4	2	1	2	2	0	4	0	1	0	0	0	9	4	1	1	1	3	1	0	2	1	1	0	0	1	1	0	0	0	0	4	2	1	1	0	3	0	1	0	0	0	1	5	0	7	1	7	8	0	1	2	2
1:Del:T:2	2	1	0	6	4	4	0	3	1	5	3	1	7	1	12	7	4	8	8	9	9	3	4	5	10	2	2	20	9	1	6	0	6	4	2	3	11	1	1	0	4	3	0	3	3	3	1	8	4	1	3	7	0	4	1	3	1	0	3	12	5	1	4	1	6	3	0	1	8	0	0	0	1	2	0	0	0	0	6	2	1	2	0	3	1	1	2	1	1	8	7	0	17	6	13	16	4	1	0	1
1:Del:T:3	3	1	4	10	5	5	1	4	3	6	7	2	11	2	21	7	19	9	9	16	7	3	3	19	10	0	0	18	11	2	7	5	2	10	0	2	9	1	4	1	3	0	1	3	2	1	3	10	5	1	3	3	0	7	5	1	1	0	6	20	4	2	9	2	3	9	2	10	6	0	0	0	4	0	0	1	4	1	8	5	3	4	0	3	3	7	1	4	1	6	23	2	26	3	20	18	8	5	0	7
