Mutation	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:C:0	3	13	18	11	26	11	2	0	4	0	46	0	1	6	1	18	7	10	0	1	18	40	35	3	25	2	97	11	5	17	6	6	1	53	8	1	3	0	16	20	15	1	1	9	4	4	1	47	2	16	7	1	32	9	51	28	3	1	57	8	31	8	6	4	10	3	36	35	20	0	16	13	14	4	3	0	25	30	30	0	0	61	11	48	14	50	60	10	3	7	28	8	8	9	5	8	32	32	9	12
1:Del:C:1	1	3	9	4	5	4	1	2	1	1	10	1	2	1	0	2	0	1	0	0	8	10	12	0	8	0	22	9	0	4	4	4	0	17	3	0	0	0	7	8	2	2	0	8	3	2	1	8	2	3	3	2	9	1	19	16	4	1	13	1	11	5	1	1	4	3	10	15	11	0	3	2	5	1	1	1	7	12	4	0	0	12	3	8	4	16	8	3	3	5	18	9	0	3	0	3	17	12	4	3
1:Del:C:2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	1	0	2	3	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	2	1	0	0
1:Del:C:3	0	2	1	1	1	2	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	4	1	3	1	4	0	0	0	2	1	0	3	2	1	0	0	1	0	2	2	0	1	0	0	0	1	0	0	1	0	1	0	3	4	0	1	2	0	1	0	0	1	0	1	0	1	2	0	0	1	0	0	0	1	1	2	0	0	0	1	1	2	2	1	1	0	1	0	1	0	1	2	1	3	0	3	0	0
1:Del:C:4	0	0	2	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	2	0	2	1	5	0	0	2	6	1	0	0	0	0	2	0	0	2	2	0	0	1	1	0	2	0	1	0	0	2	0	0	0	0	0	0	0	1	2	1	4	0	2	0	0	0	0	0	1	2	1	0	1	0	0	0	0	1	1	0	1	1	0	4	0	3	0	2	4	3	0	2	0	1	0	0	0	3	2	2	1	0
1:Del:C:5	0	0	0	0	0	1	0	2	1	0	0	1	4	1	0	1	0	2	2	2	1	0	2	6	0	5	0	1	1	1	0	0	2	0	0	7	3	1	0	3	0	0	4	1	0	0	0	0	0	0	2	0	0	1	0	6	0	3	0	0	0	0	6	1	0	1	2	1	0	0	1	3	1	1	0	1	0	0	1	0	0	2	1	0	1	0	1	6	1	0	1	3	1	2	1	6	0	1	1	2
1:Del:T:0	2	8	7	4	10	14	1	2	1	1	12	0	4	1	1	5	1	2	0	2	11	5	11	1	10	3	29	9	2	5	1	8	0	19	4	2	3	0	14	8	7	1	1	3	6	2	1	5	1	3	4	5	16	3	19	10	2	3	20	6	9	6	2	4	4	1	7	9	11	1	3	4	7	6	0	1	13	12	6	1	0	14	5	19	4	10	11	3	1	5	13	14	1	4	2	3	13	19	3	7
1:Del:T:1	0	3	3	0	5	2	1	0	3	0	13	0	1	0	0	2	0	2	0	0	1	6	5	0	6	0	14	5	0	2	1	1	0	7	0	1	0	0	2	3	2	0	0	0	2	0	0	8	2	4	0	3	3	0	8	13	2	1	11	1	6	0	2	0	0	0	4	10	9	0	4	1	2	0	1	1	2	5	3	1	0	10	3	6	1	6	7	0	0	0	3	2	1	1	1	1	7	6	2	1
1:Del:T:2	0	1	6	3	14	1	0	1	0	0	6	0	1	0	0	8	1	2	1	1	5	19	5	1	5	5	25	6	3	8	0	2	0	15	1	2	3	2	6	3	6	0	2	3	1	1	0	10	3	7	4	0	8	2	16	6	4	0	13	5	6	4	8	1	0	3	11	8	9	0	9	5	5	3	1	0	6	10	6	0	0	13	3	14	6	16	12	0	0	1	9	4	1	4	1	2	10	10	3	5
1:Del:T:3	1	6	7	3	7	1	2	2	4	0	19	2	5	1	1	8	2	3	2	1	14	14	13	5	18	6	25	6	4	11	0	4	3	20	0	14	6	0	7	15	1	0	2	3	1	3	0	12	2	3	2	2	7	5	15	24	6	4	19	4	8	4	5	1	1	3	13	10	9	0	4	3	6	3	0	1	9	5	8	1	0	20	5	18	10	12	24	8	1	2	4	6	3	4	2	5	15	7	5	5
