Mutation	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:C:0	21	27	39	1	3	38	8	7	7	0	5	9	22	14	4	12	13	11	20	2	7	20	2	18	13	17	6	3	52	16	70	4	9	8	1	98	0	17	28	83	6	1	4	24	2	9	17	30	9	1	11	64	92	6	2	10	82	0	83	15	91	5	10	110	1	21	4	4	5	6	36	4	30	3	1	1	3	109	4	21	27	35	16	147	15	4	49	20	15	9	9	8	26	14	11	7	7	6	5	2
1:Del:C:1	8	18	10	0	1	11	4	2	3	1	3	6	9	1	2	5	5	1	9	4	8	2	0	9	12	4	4	0	16	7	25	3	2	6	3	28	0	4	6	20	3	0	2	4	3	2	7	9	3	0	7	14	30	3	2	6	36	0	20	1	32	1	5	31	2	5	3	4	3	6	11	4	5	1	0	0	1	49	2	10	7	11	10	39	10	4	18	11	0	5	1	2	2	7	3	3	1	3	1	2
1:Del:C:2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0
1:Del:C:3	1	0	2	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	2	0	1	0	0	0	2	0	1	0	2	3	4	3	1	3	0	2	0	2	2	4	1	0	0	1	1	1	0	0	0	0	0	1	2	0	0	2	7	0	0	0	4	0	0	2	0	2	1	0	0	2	3	1	4	1	1	0	0	5	0	0	4	2	1	5	1	0	2	2	1	0	0	2	0	1	1	2	0	0	2	0
1:Del:C:4	0	1	1	0	0	3	1	0	0	0	0	2	1	0	1	0	1	0	0	1	1	0	0	0	2	0	2	0	2	2	3	0	3	2	0	3	0	2	1	0	0	0	1	0	0	1	2	0	0	0	0	3	4	1	0	0	5	0	3	0	2	1	0	6	1	0	0	0	1	0	1	0	1	0	1	0	0	5	1	2	2	0	1	3	4	1	1	2	0	1	2	2	1	0	0	0	0	0	0	1
1:Del:C:5	0	0	0	0	0	0	4	0	0	0	1	2	0	1	2	2	1	0	1	1	0	0	0	0	3	0	0	1	1	0	0	0	3	2	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	2	0	1	0	0	3	0	2	0	2	0	1	3	2	2	1	1	0	0	1	0	3	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0
1:Del:T:0	3	8	11	3	1	13	7	1	1	1	3	11	4	7	3	5	2	1	12	3	6	9	1	2	9	6	3	5	10	14	34	5	6	5	2	30	0	4	14	22	1	0	1	4	0	2	7	16	2	1	6	23	26	5	1	6	28	0	20	1	38	1	4	32	1	7	2	2	5	10	11	0	5	1	1	2	8	48	3	7	15	5	6	49	6	2	13	4	2	8	2	6	12	7	3	5	2	3	2	2
1:Del:T:1	2	3	6	0	0	7	2	0	4	0	1	2	1	1	2	0	1	0	2	0	1	3	2	3	4	4	1	0	6	2	13	3	1	2	0	10	0	5	3	12	0	1	2	4	1	1	0	3	1	0	3	4	10	0	1	6	7	0	14	1	18	0	1	17	0	3	0	0	2	1	5	0	2	0	1	0	3	18	0	1	2	2	3	20	2	2	7	4	2	1	2	0	3	3	1	1	0	0	0	0
1:Del:T:2	5	11	13	0	0	16	5	1	0	0	0	3	3	3	4	1	4	2	11	0	4	7	1	7	2	6	1	0	11	3	20	0	7	3	1	32	0	5	7	15	1	1	1	7	1	1	4	9	3	0	4	19	16	2	0	2	26	1	33	2	26	1	0	24	1	5	2	4	2	3	13	1	9	0	0	2	2	35	2	10	11	8	3	39	2	0	11	6	2	3	3	2	4	3	5	5	1	3	2	2
1:Del:T:3	3	7	8	1	1	12	2	3	3	1	5	12	9	11	2	8	5	2	12	2	3	5	1	7	4	7	0	1	12	8	20	0	12	8	2	26	0	5	9	28	2	0	3	4	5	8	5	11	0	1	3	26	32	4	2	3	23	0	29	5	41	0	4	45	2	6	5	3	1	0	15	3	17	1	3	1	0	48	2	6	9	15	5	50	4	6	17	6	5	4	7	4	16	7	1	1	1	2	3	3
