Mutation	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:C:0	45	4	4	43	2	17	31	10	9	14	53	11	31	12	21	49	126	20	52	3	68	14	0	32	22	35	24	63	16	35	26	30	12	28	184	23	27	51	69	96	79	9	2	42	19	14	12	22	99	23	51	8	32	2	16	78	0	38	51	82	0	57	40	4	7	79	34	40	2	113	14	25	10	9	37	7	73	15	15	7	8	91	3	33	8	9	45	16	31	100	4	23	13	55	41	48	12	8	21	11
1:Del:C:1	15	6	2	9	2	0	7	0	2	12	9	3	3	7	5	5	16	3	5	0	9	4	0	3	0	9	0	13	0	1	7	7	1	9	35	10	8	10	1	13	20	6	1	14	1	5	1	6	29	1	7	2	1	5	0	22	0	11	9	17	0	9	8	0	0	6	3	5	0	7	1	1	0	6	9	4	8	4	5	0	0	20	4	10	1	4	14	4	10	15	1	15	2	13	13	5	13	0	4	5
1:Del:C:2	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	2	1	0	0	0	1	0	3	0	0	1	0	0	1	1	0	0	0	0
1:Del:C:3	2	0	0	1	0	0	1	0	1	1	1	1	1	0	3	1	1	0	1	1	4	2	0	2	0	1	0	2	0	1	2	2	1	2	4	2	0	1	1	3	0	0	0	1	1	1	0	3	1	1	1	0	1	0	0	2	0	1	1	4	0	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	2	0	0	1	0	2	2	4	3	2	3	2	4	0	0	0	0	2	2	0	4	0	1	1
1:Del:C:4	0	0	0	0	1	0	2	1	2	0	1	1	2	0	0	3	6	2	1	0	0	0	0	0	1	1	1	1	0	0	0	2	0	1	3	3	1	1	0	2	1	0	0	3	0	0	0	1	4	0	1	0	0	0	0	2	0	0	1	3	0	2	1	0	0	0	0	0	0	2	0	0	2	1	1	0	0	0	0	0	0	3	0	2	2	0	3	0	1	3	0	1	2	2	0	2	0	0	0	1
1:Del:C:5	0	1	0	1	0	0	0	4	0	3	3	3	2	0	0	0	0	1	0	3	0	1	2	4	1	4	2	1	1	1	2	4	2	1	1	0	0	0	3	0	4	0	0	6	1	0	2	0	1	0	0	1	1	1	2	0	0	2	3	1	0	2	2	0	1	0	0	0	0	0	0	0	0	3	2	1	0	0	0	1	2	1	0	1	6	2	0	1	0	1	0	0	2	0	1	0	0	0	1	2
1:Del:T:0	23	5	3	14	3	0	7	1	4	3	2	4	7	4	8	8	18	4	7	0	9	7	0	13	1	3	3	12	0	5	6	13	0	1	45	12	13	24	5	22	41	2	1	15	3	2	1	7	31	1	11	2	6	4	5	25	0	10	4	26	2	7	6	0	1	1	4	15	0	3	4	2	3	10	15	3	13	4	5	0	6	20	6	7	5	4	6	10	14	4	0	8	2	14	13	14	10	5	7	6
1:Del:T:1	6	1	2	3	3	0	4	0	0	8	1	3	1	1	3	4	6	1	5	0	9	0	0	1	1	0	2	5	0	0	1	3	0	3	13	4	3	4	1	10	8	1	0	6	0	1	0	5	12	0	3	2	0	2	0	8	0	10	3	8	0	4	4	1	0	2	1	4	0	3	1	0	0	1	3	2	8	1	0	0	0	8	1	4	1	5	2	0	7	12	0	9	0	5	0	4	5	2	2	2
1:Del:T:2	13	3	0	4	0	0	6	1	7	1	7	2	4	0	6	8	17	7	1	0	4	1	1	8	0	4	5	12	0	2	2	14	1	4	29	7	3	10	3	26	19	2	1	16	1	3	1	3	28	3	8	1	1	1	4	22	1	6	6	23	1	10	3	0	0	1	0	4	1	6	0	1	3	3	6	1	4	3	4	2	3	15	1	5	4	4	7	7	3	10	1	5	3	6	4	4	3	1	0	2
1:Del:T:3	13	3	1	6	1	0	11	2	6	7	4	6	5	3	11	10	23	1	1	2	10	5	2	13	0	12	2	17	0	9	4	12	1	4	36	16	9	14	2	16	37	3	0	18	6	11	3	6	40	8	5	3	2	9	6	24	0	8	11	34	0	10	9	0	0	6	1	17	3	2	3	1	2	4	5	5	4	3	3	2	4	18	3	5	8	1	15	6	12	17	1	12	5	12	10	15	11	2	1	5
1:Del:T:4	14	3	1	2	1	0	6	14	11	15	11	7	12	0	11	9	18	5	6	6	5	7	1	15	0	13	2	14	0	13	4	13	8	10	37	8	1	5	11	19	48	0	3	15	3	9	4	3	22	2	8	1	0	6	11	28	0	9	16	29	1	13	2	0	1	7	0	10	1	4	1	1	4	5	7	6	7	5	2	2	1	20	4	9	12	3	9	14	10	24	2	7	6	8	12	12	3	0	3	8
1:Del:T:5	8	30	24	19	24	1	2	150	43	44	104	66	94	10	51	50	24	43	60	103	3	35	15	320	4	109	62	40	1	187	34	154	49	15	55	0	3	14	129	0	321	0	20	128	49	55	133	4	114	21	20	47	16	72	177	12	19	2	26	210	8	67	72	3	5	41	1	62	18	2	3	2	77	120	1	15	8	9	3	44	11	23	20	32	148	3	29	77	13	38	8	1	136	0	19	10	28	0	20	167
1:Ins:C:0	0	3	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	1	0	0	0
