Mutation	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:C:0	11	123	1	51	17	9	18	26	1	57	40	5	13	0	67	2	5	19	31	2	46	12	2	12	22	24	10	49	1	13	40	4	7	5	17	5	14	6	2	73	95	46	29	54	28	1	15	38	114	21	12	29	0	21	0	22	50	8	71	103	19	16	0	0	43	1	29	14	61	23	21	172	26	8	5	11	24	6	9	6	41	36	19	275	65	30	143	3	6	7	34	4	5	8	2	61	34	42	4	1
1:Del:C:1	0	35	1	15	1	1	5	4	0	14	6	3	4	1	14	2	8	4	16	0	14	1	0	2	6	8	2	22	0	6	10	0	1	2	2	0	1	1	0	28	32	20	16	18	11	2	9	13	48	1	4	4	0	12	1	2	14	8	23	33	7	6	1	1	10	0	6	2	15	4	6	45	5	1	1	3	4	3	1	2	14	14	10	78	14	9	46	2	3	0	8	4	2	3	0	19	9	11	2	0
1:Del:C:2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0
1:Del:C:3	2	2	2	3	0	1	1	2	0	4	1	0	1	0	1	0	1	0	2	0	2	0	0	1	1	1	1	3	0	0	1	0	2	0	2	0	1	0	0	2	5	2	0	2	1	0	1	2	4	3	1	3	0	3	0	1	5	0	3	5	1	1	0	2	2	0	0	0	0	0	0	9	3	0	2	1	1	1	1	0	0	2	0	7	2	1	4	0	0	0	0	0	2	1	0	5	0	1	0	1
1:Del:C:4	0	2	0	2	2	2	1	2	0	3	2	1	1	0	4	0	0	2	0	0	3	0	0	2	0	1	0	0	0	0	2	0	0	0	1	0	1	0	0	3	5	2	2	3	3	0	1	5	6	4	0	0	0	3	0	0	3	1	2	3	0	0	0	0	2	2	1	0	2	1	0	4	1	0	0	2	0	2	0	0	1	0	1	11	6	2	5	0	2	0	0	0	0	0	0	1	0	2	0	0
1:Del:C:5	0	1	4	0	1	3	1	1	0	0	0	0	0	1	1	0	2	0	2	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	1	2	2	3	2	3	0	0	1	5	2	0	2	2	7	0	3	0	0	0	1	0	2	1	0	1	0	0	3	3	1	1	0	0	2	1	1	4	1	2	0	0	4	0	1	0	6	0	2	1	0	0	0	2	0	0	1	0	1	1	1	0	1	0	1
1:Del:T:0	5	39	7	16	6	7	3	8	0	22	7	3	9	0	27	3	10	10	20	1	21	5	1	10	9	10	4	24	1	7	17	1	6	4	3	0	11	6	1	31	26	20	11	24	8	1	11	15	50	7	8	15	0	17	1	4	16	7	21	33	7	4	0	1	9	0	7	3	13	5	6	71	8	0	6	4	11	8	8	2	16	15	10	102	18	14	50	1	5	2	8	0	5	2	0	23	16	22	0	0
1:Del:T:1	1	21	1	5	1	3	2	3	0	6	6	0	2	0	7	0	2	1	9	0	4	1	0	0	3	1	4	4	2	3	6	0	3	1	2	0	1	0	2	4	9	7	6	6	6	0	3	6	17	2	3	5	0	2	0	2	7	2	15	9	6	2	0	0	6	0	1	2	8	0	3	20	4	1	0	2	3	1	1	1	7	7	2	42	8	2	21	0	1	0	5	1	5	1	1	9	5	13	0	0
1:Del:T:2	3	36	1	14	4	6	2	7	0	10	2	0	3	0	15	2	4	5	12	0	7	3	0	2	6	6	3	7	2	7	12	1	1	2	1	0	2	0	0	20	27	9	4	16	5	0	7	10	22	9	2	4	0	3	0	7	10	4	19	17	7	5	1	0	14	0	6	4	9	6	5	43	14	1	2	4	5	7	4	1	12	14	8	79	17	5	26	0	1	0	9	4	3	3	0	14	8	16	1	0
1:Del:T:3	1	54	2	22	6	10	5	8	0	17	7	1	6	1	16	1	1	9	4	0	11	5	0	8	7	13	6	14	1	8	12	0	2	6	5	4	7	5	3	32	34	14	5	22	8	0	6	14	40	11	3	9	0	6	0	4	9	5	21	28	13	4	0	2	16	1	10	1	16	8	2	66	9	2	0	3	11	11	5	2	13	13	14	104	19	11	41	3	7	2	8	2	3	4	0	27	13	15	0	0
1:Del:T:4	4	37	0	16	12	14	4	9	1	18	8	2	5	0	19	1	5	5	11	2	12	6	0	6	9	4	1	12	2	12	9	1	0	6	2	8	7	9	11	27	38	12	8	11	7	4	5	15	35	18	3	13	0	0	0	9	16	5	29	28	17	3	0	7	18	5	8	2	14	13	0	59	10	4	4	4	7	6	7	4	13	23	4	102	15	8	40	2	16	2	10	8	5	2	4	22	7	24	0	2
1:Del:T:5	3	32	7	5	22	188	18	40	4	0	0	14	4	6	106	7	51	32	107	16	25	15	0	113	21	39	2	49	4	16	10	13	1	11	8	39	80	116	48	29	91	2	18	3	119	31	47	3	7	311	4	38	4	15	2	47	101	108	41	103	76	54	0	33	163	43	4	0	0	24	4	0	31	7	26	20	1	169	45	55	4	210	0	96	2	2	44	12	149	1	0	35	5	5	25	30	6	31	0	44
1:Ins:C:0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	2	1	0	1
1:Ins:C:1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1:Ins:C:2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1:Ins:C:3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:Ins:C:4	1	0	5	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0
1:Ins:C:5	1	2	12	0	6	3	1	10	0	0	0	1	11	3	3	5	0	0	1	0	3	1	1	1	7	1	0	2	2	0	1	0	0	1	8	5	4	8	9	0	4	0	1	0	5	6	0	1	3	11	4	5	1	3	0	0	0	5	3	1	1	3	0	9	1	1	3	0	0	2	0	3	6	3	8	0	0	3	0	1	1	1	2	3	8	0	1	1	3	3	0	0	7	0	0	1	0	4	0	1
1:Ins:T:0	0	3	0	0	0	1	0	2	0	3	0	0	2	1	3	1	2	0	2	0	2	1	0	1	1	2	0	1	0	0	3	0	3	2	1	0	1	1	1	0	5	3	1	3	1	0	1	2	4	1	1	2	0	0	0	2	2	3	5	2	0	2	0	0	1	0	3	0	1	0	0	13	7	0	3	0	2	1	1	0	2	1	1	10	6	1	5	0	0	0	0	0	2	0	0	1	3	3	0	0
1:Ins:T:1	0	2	0	2	1	0	0	1	0	2	0	1	0	0	2	0	2	0	2	0	2	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	3	3	3	3	0	0	0	1	1	1	1	0	0	3	0	0	1	1	0	4	0	0	0	0	2	0	0	1	2	1	0	5	1	0	1	1	0	1	0	0	0	2	2	8	2	1	6	0	0	0	1	0	2	0	0	2	3	3	0	0
1:Ins:T:2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	1	1	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	4	1	0	0	0	1	0	1	0	0	0	0	1	1	2	0	0
1:Ins:T:3	0	0	2	0	0	1	0	3	1	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	1	1	1	1	0	0	1	0	1	0	3	1	0	2	1	0	1	0	0	0	2	2	0	0	1	3	1	2	0	0	0	0	1	0	1	2	0	0	0	2	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	2	0	2	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0
1:Ins:T:4	5	2	9	0	0	2	0	9	0	1	1	0	8	2	4	3	0	1	1	1	0	1	0	0	3	3	0	1	1	0	1	1	0	1	1	2	5	8	6	1	6	1	1	0	0	8	0	3	4	2	3	1	0	0	0	2	0	2	9	0	0	2	0	5	1	0	0	2	2	0	0	2	3	2	5	1	0	0	0	0	1	1	1	0	5	0	1	0	3	2	0	1	3	2	0	3	2	4	0	1
1:Ins:T:5	69	68	532	5	87	81	1	295	29	1	62	22	333	179	43	140	6	4	6	14	7	30	4	29	111	54	0	7	33	3	115	1	7	91	261	164	92	304	254	5	239	12	15	27	144	303	0	98	204	100	145	68	25	38	0	8	0	36	95	26	65	95	3	292	4	71	29	23	14	58	44	141	154	42	358	11	19	23	24	68	13	10	34	31	223	4	37	8	79	79	3	59	190	39	12	15	4	71	0	54
2:Del:R:0	1	1	1	2	0	2	0	2	0	3	1	1	0	0	2	1	0	0	7	0	0	0	0	4	1	0	0	3	0	0	3	0	1	2	2	0	0	1	0	4	2	4	3	5	2	0	0	1	6	4	1	0	0	4	0	1	1	1	7	3	0	0	0	0	3	0	1	0	2	1	0	6	3	0	1	0	0	3	1	0	3	6	1	15	3	1	11	0	0	0	0	0	1	0	0	1	2	4	0	0
2:Del:R:1	0	1	1	1	0	1	0	3	0	0	1	2	1	0	1	0	1	0	5	1	1	0	0	1	0	1	1	1	0	0	2	0	1	0	2	1	0	3	0	1	0	2	0	4	2	1	0	1	5	0	1	0	0	1	1	0	1	4	2	2	0	0	0	0	3	1	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	3	0	3	1	1	3	0	2	1	0	1	2	1	0	0	6	2	0	0
2:Del:R:2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	2	0	1	0	0	1	0	0	0	0	0	0	0	1
2:Del:R:3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Del:R:5	25	8	11	3	0	0	0	0	4	1	1	52	13	8	0	0	0	0	2	4	71	12	0	0	50	7	44	4	1	20	0	2	0	0	2	4	4	12	18	10	0	1	5	8	38	13	5	4	0	1	0	0	1	1	0	0	0	0	0	0	7	2	21	16	5	4	0	2	0	41	0	0	12	7	0	0	16	0	0	3	0	1	5	0	1	21	35	0	4	34	2	0	5	3	0	12	14	6	1	7
3:Del:R:0	2	1	0	2	0	0	0	1	0	2	0	0	2	0	0	0	4	0	2	0	2	1	0	4	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	5	1	0	0	1	1	2	1	1	0	3	0	1	1	4	1	2	0	2	0	0	4	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	3	0	4	0	0	4	0	1	0	0	0	0	0	0	0	3	0	0	0
3:Del:R:1	0	2	1	0	1	3	0	2	1	0	2	0	4	0	0	1	0	0	1	0	1	0	0	1	1	1	0	2	1	0	4	0	0	1	1	2	0	2	3	1	4	1	1	1	1	0	0	1	2	3	0	3	0	0	0	0	2	1	1	1	0	0	0	1	0	2	0	0	1	0	0	7	0	1	4	0	0	4	0	1	1	3	0	7	2	1	1	0	2	1	1	1	0	0	1	3	0	2	1	0
3:Del:R:2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
3:Del:R:3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
