Mutation	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:C:0	45	24	43	16	3	69	0	31	31	28	12	20	21	17	4	12	14	56	0	3	5	1	19	3	36	4	13	12	8	21	2	77	3	16	7	27	3	0	15	8	1	9	19	136	8	3	41	10	37	2	130	133	122	9	102	9	6	12	15	6	20	5	9	15	1	3	16	4	5	48	50	3	52	23	2	47	23	28	21	5	37	8	7	18	63	29	10	7	4	10	9	38	6	36	83	13	6	10	14	28
1:Del:C:1	14	13	7	1	0	13	0	10	9	13	2	5	8	9	4	1	3	7	0	0	4	2	3	2	9	0	6	0	4	12	1	29	2	1	1	5	0	0	3	0	1	1	4	52	0	1	15	4	4	0	39	40	25	6	29	3	4	3	5	2	6	2	2	1	3	1	5	0	2	9	17	2	24	3	2	19	5	8	4	2	18	0	3	4	19	10	2	2	0	2	4	8	5	5	22	4	1	1	3	9
1:Del:C:2	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	1	2	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1
1:Del:C:3	0	2	2	0	0	3	1	0	1	2	0	1	2	1	0	0	0	5	1	0	2	0	0	0	0	2	0	0	0	2	0	3	0	0	0	2	0	0	1	1	0	0	2	4	1	1	1	0	1	0	9	7	3	1	1	0	1	1	0	1	0	2	0	0	1	1	4	1	0	1	1	0	4	1	0	3	1	2	1	1	2	0	0	0	2	1	0	0	0	1	0	2	1	0	1	0	0	0	1	0
1:Del:C:4	1	0	1	0	2	2	0	1	1	0	1	0	2	0	0	0	0	5	2	0	0	0	1	0	2	0	0	1	0	1	0	2	0	0	0	1	0	1	2	0	0	0	0	3	1	1	0	0	1	0	3	7	3	0	6	0	0	1	2	2	1	0	0	1	0	1	0	0	1	1	4	0	1	0	0	0	0	1	1	1	3	0	0	0	2	1	0	0	1	1	0	2	0	0	2	1	0	1	0	0
1:Del:C:5	1	0	0	2	2	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	1	0	2	0	1	0	0	1	0	0	0	2	2	1	0	3	0	1	0	0	0	0	0	1	0	0	0	1	0	3	2	0	1	0	9	1	0	3	0	0	1	1	0	1	1	0	0	0	3	0	0	0	0	0	1	1	3	0	0	1	1	1	0	0	0	3	0	0	8
1:Del:T:0	19	13	8	1	3	20	0	17	5	11	1	6	14	8	10	2	8	14	1	2	6	2	2	2	7	1	7	6	3	9	5	26	3	1	2	5	2	0	4	2	0	2	7	33	4	0	21	7	10	0	42	37	36	2	14	2	5	5	5	4	8	2	3	3	1	4	6	1	1	9	17	1	19	10	0	16	1	6	7	0	12	2	5	2	8	10	1	0	1	4	4	8	2	6	30	3	1	2	4	12
1:Del:T:1	6	3	8	0	0	10	0	6	5	2	0	3	2	1	2	1	2	8	0	0	1	0	1	0	7	0	3	2	1	5	1	5	1	0	0	4	0	0	1	1	0	0	2	24	2	0	12	1	2	0	15	18	13	0	15	2	2	1	2	1	2	0	2	0	0	0	6	0	0	6	9	1	10	2	0	4	1	4	1	1	5	1	4	1	5	7	0	1	0	2	0	2	1	7	7	1	1	4	4	4
1:Del:T:2	14	11	7	1	1	15	2	12	4	4	2	2	3	4	1	0	3	12	1	0	2	0	1	0	13	0	5	3	4	3	3	20	3	2	0	9	2	0	1	1	0	3	8	37	1	1	16	5	4	0	31	32	26	2	18	4	3	0	1	3	4	0	2	3	0	3	2	1	3	9	13	2	12	13	0	9	2	15	3	1	12	1	2	3	10	6	6	2	0	8	2	8	3	7	22	3	2	1	1	14
1:Del:T:3	14	8	12	2	5	25	1	11	7	5	3	1	4	8	2	2	3	17	0	1	2	1	2	2	10	0	10	9	5	7	0	26	2	4	0	11	1	1	2	0	0	4	12	45	0	1	19	7	6	1	36	46	27	4	30	2	5	2	6	1	5	6	2	2	0	6	6	1	0	13	23	0	20	7	1	11	2	7	2	6	15	4	3	4	13	12	5	2	1	3	4	11	2	4	23	5	2	5	4	18
