Mutation	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:C:0	12	1	18	31	20	2	12	40	2	0	28	1	70	23	24	4	23	6	4	2	51	8	7	4	11	95	34	6	32	36	8	7	3	27	54	5	19	2	22	20	1	43	16	6	0	11	8	14	17	33	42	8	20	1	20	27	56	12	12	3	2	3	37	4	0	105	30	16	1	71	2	115	71	20	6	2	12	4	4	23	11	47	45	6	6	26	3	6	45	53	4	60	5	4	13	7	78	27	1	15
1:Del:C:1	6	0	7	9	4	2	3	12	2	0	11	0	15	19	8	2	8	1	2	0	18	1	0	1	1	20	15	2	17	12	4	3	2	6	14	3	8	8	5	5	0	12	6	4	1	2	5	5	6	7	18	3	6	1	7	1	22	5	4	2	4	1	12	1	0	37	14	9	0	20	1	25	15	6	2	0	2	2	3	17	6	26	17	2	3	12	1	3	20	14	2	18	1	2	3	7	24	8	0	5
1:Del:C:2	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	1	0	1	1	1	0	0	0	0	2	0	2	1	0	0
1:Del:C:3	1	0	2	1	3	0	1	0	1	0	1	0	3	2	0	0	0	0	1	0	5	0	0	0	0	2	1	0	0	3	0	0	0	3	4	1	2	0	0	2	0	1	1	1	0	0	4	0	1	1	0	0	0	0	1	1	6	2	0	1	1	0	0	0	0	6	0	0	0	2	0	1	2	1	0	1	0	2	0	3	1	5	6	0	0	2	0	2	3	4	1	2	0	0	0	0	3	0	0	0
1:Del:C:4	3	0	1	6	1	0	1	3	0	1	2	1	3	2	1	0	12	4	0	1	3	4	0	6	1	1	4	0	9	3	0	0	6	1	0	1	0	0	5	8	2	5	1	0	0	1	0	1	1	1	4	6	2	0	1	6	1	4	0	0	1	0	3	1	0	9	5	1	0	3	2	4	9	0	0	0	4	4	0	1	1	2	6	1	4	0	2	4	5	3	2	2	0	1	4	1	6	0	0	4
1:Del:C:5	1	2	0	0	0	1	0	0	0	2	0	1	0	0	1	1	0	1	0	0	0	0	2	0	1	0	0	0	1	2	1	0	1	0	0	0	2	0	0	1	1	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	1	3	0	1	1	0	2	0	0	0	1	0	3	0	5	6	0	0	0	5	0	1	0	0	1	0	1	0	0	2	2	1	0	1	3	2	0	4	0	0	0	0
1:Del:T:0	5	3	2	9	5	1	7	14	1	0	7	1	28	5	11	6	10	2	6	1	18	2	5	4	6	25	15	8	14	27	6	2	0	8	14	1	5	4	8	12	0	6	6	3	3	3	6	7	6	11	11	2	15	1	5	4	26	5	6	7	6	0	17	2	0	34	13	8	2	16	3	39	27	10	3	2	6	2	4	21	6	26	17	1	0	4	4	3	17	14	0	23	5	1	5	4	17	5	0	10
1:Del:T:1	1	0	1	1	1	0	1	9	1	0	6	0	11	4	3	1	2	0	0	0	7	1	3	0	2	10	3	2	6	4	3	1	0	3	6	0	6	0	3	0	1	7	2	2	0	1	3	3	1	2	9	1	3	0	2	5	5	2	0	0	1	1	5	0	0	9	10	1	1	5	1	12	7	4	0	1	4	0	2	8	1	11	7	2	2	5	0	4	4	3	1	11	2	0	4	2	6	2	0	9
1:Del:T:2	2	0	2	5	2	1	5	13	2	0	7	0	19	7	3	3	3	0	2	0	18	2	3	1	3	23	6	0	7	10	2	1	2	6	11	2	9	2	7	4	0	11	2	4	3	3	4	7	3	7	11	5	5	0	4	7	15	6	1	3	2	0	11	1	0	23	4	3	0	11	2	25	20	9	2	1	3	4	1	8	2	12	14	1	2	6	0	1	13	8	0	23	3	2	6	2	17	5	0	11
1:Del:T:3	5	0	4	9	5	1	6	18	4	1	8	1	33	7	14	5	5	1	2	0	25	1	8	1	2	29	19	2	4	13	3	1	0	10	22	2	6	5	3	9	2	17	6	2	1	7	9	6	7	9	14	2	9	1	6	13	21	5	2	8	1	0	11	2	0	48	18	5	0	20	1	31	20	8	1	0	6	10	1	11	5	8	8	2	4	7	3	1	13	18	2	26	4	4	3	6	28	11	0	10
