MutationType	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:C:0	2	19	3	9	62	13	55	14	56	26	3	7	4	9	3	5	14	25	6	5	0	3	14	16	3	2	25	9	12	25	0	66	19	20	1	0	16	8	10	18	1	0	3	9	4	20	22	2	9	3	29	6	0	1	21	6	5	6	29	3	19	21	12	6	7	81	8	1	30	0	0	8	1	46	13	57	14	25	29	24	3	96	41	3	2	11	2	1	22	24	4	39	8	47	6	51	9	19	36	3
1:Del:C:1	4	1	2	2	11	2	6	4	13	13	1	2	2	5	1	5	8	3	2	2	1	0	2	7	4	0	16	2	4	5	0	18	11	10	7	1	8	0	1	17	1	0	1	5	0	9	6	0	1	0	11	0	1	0	15	4	1	3	15	1	24	7	12	1	2	3	2	2	13	0	0	3	1	31	2	7	11	4	13	15	0	29	21	0	0	0	1	2	7	7	2	11	3	9	0	45	6	11	2	2
1:Del:C:2	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	4	0	0	2	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0
1:Del:C:3	1	0	1	0	1	0	0	0	1	0	4	5	2	0	0	0	2	1	1	1	0	0	0	2	0	0	0	0	0	0	0	1	2	0	1	0	1	0	1	3	0	0	1	0	0	2	2	0	2	2	2	1	0	0	3	3	1	0	2	0	1	2	0	1	0	4	1	0	4	0	0	0	0	2	0	1	4	4	2	0	1	1	0	0	1	1	0	0	0	1	0	4	0	4	0	0	0	0	1	1
1:Del:C:4	0	2	0	0	3	0	1	2	3	1	2	1	0	0	2	0	1	2	2	1	0	0	0	0	0	0	4	0	0	1	0	2	1	1	0	0	0	1	0	0	0	2	0	1	0	1	2	0	2	0	0	3	0	0	0	1	0	1	1	0	1	0	0	2	2	1	0	1	0	0	0	0	0	1	0	2	0	1	0	7	0	4	1	0	3	2	0	0	1	0	0	0	1	0	0	0	0	0	1	0
1:Del:C:5	17	25	29	0	22	2	7	2	48	0	14	5	145	61	182	260	38	87	9	46	2	0	0	3	141	22	7	15	1	1	27	5	55	32	24	25	3	17	1	10	3	117	5	5	6	5	110	14	1	2	84	4	61	37	5	63	11	30	5	3	89	20	173	77	90	80	10	103	73	40	0	2	1	14	3	257	23	0	7	12	4	32	100	105	5	2	1	7	96	7	14	21	20	1	34	7	48	25	99	3
1:Del:T:0	0	4	2	2	12	3	14	8	7	5	7	13	3	9	5	2	17	5	1	1	0	0	0	8	3	0	11	2	5	7	1	30	18	12	2	1	3	1	2	9	4	1	3	3	0	15	18	1	1	5	15	3	2	2	17	9	0	12	14	2	11	15	4	3	7	20	1	1	4	1	0	1	1	23	8	14	8	1	27	10	0	24	44	0	1	2	0	4	6	7	13	18	1	6	1	30	10	2	10	3
1:Del:T:1	2	3	0	0	4	1	7	10	4	4	2	0	2	6	0	0	5	2	2	0	0	0	2	5	3	1	5	0	0	1	0	5	1	2	0	0	1	3	1	1	1	1	1	1	1	4	3	0	1	0	1	2	1	2	7	0	4	2	4	0	3	4	2	1	4	9	2	0	4	0	0	1	0	4	2	5	1	0	6	4	0	17	10	0	1	3	2	0	3	1	8	2	0	4	1	4	2	2	1	4
1:Del:T:2	1	5	1	2	8	6	13	7	5	8	4	1	5	7	4	3	5	2	4	0	0	0	1	9	1	1	26	2	3	4	0	10	5	6	8	1	5	2	2	5	1	4	0	1	0	8	4	0	0	1	5	4	0	3	17	1	0	5	20	0	0	5	6	2	2	15	0	4	4	0	0	1	0	9	11	12	0	5	13	12	1	16	15	0	2	6	3	0	5	3	6	22	0	20	2	12	0	5	1	2
1:Del:T:3	1	3	2	2	7	6	27	7	19	13	13	9	3	11	7	5	6	12	3	2	2	0	3	6	3	1	31	2	4	3	0	35	9	11	0	3	6	0	2	7	5	4	3	3	1	6	8	2	4	5	10	20	2	1	26	3	0	10	11	0	6	12	8	3	4	32	1	10	4	1	0	0	0	10	6	9	2	1	21	30	0	13	19	1	5	15	3	1	5	12	5	18	2	10	1	19	5	12	6	3
