MutationType	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:C:0	39	65	7	53	1	2	6	1	46	3	1	40	1	0	5	35	74	8	16	21	20	3	17	20	8	107	12	31	1	19	63	3	47	13	5	17	57	32	4	13	15	23	49	11	86	10	69	14	1	3	12	6	92	14	15	29	8	6	71	0	5	18	14	5	2	2	0	36	0	88	25	3	49	1	13	102	50	24	17	76	5	1	16	5	80	0	12	15	31	4	35	8	61	10	6	21	34	3	9	53
1:Del:C:1	15	14	1	20	0	0	2	3	13	4	1	11	1	1	3	11	14	4	3	5	9	6	3	4	5	21	1	4	0	6	24	0	18	1	1	5	10	8	3	4	6	7	15	7	28	2	14	5	0	3	1	3	32	11	6	6	3	2	29	0	2	1	3	1	1	3	0	11	0	21	11	0	13	1	2	20	10	7	9	21	4	0	5	2	27	0	6	6	12	6	7	3	13	4	1	8	6	1	5	21
1:Del:C:2	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
1:Del:C:3	1	3	1	2	0	0	1	0	3	0	1	5	0	0	2	1	2	0	0	2	2	1	2	0	1	6	0	0	0	1	3	0	0	0	0	1	0	0	0	1	2	2	1	1	4	2	1	0	0	1	1	0	6	1	4	0	4	1	1	0	2	0	3	0	0	0	0	2	0	3	2	0	3	0	0	1	0	1	1	4	0	0	1	2	2	1	1	2	1	0	4	1	1	0	1	1	1	0	2	3
1:Del:C:4	0	2	1	3	1	0	0	0	1	1	0	1	0	0	1	1	6	0	0	4	2	1	1	1	0	3	0	2	0	0	0	1	2	0	0	0	2	1	1	2	1	0	0	0	4	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	1	3	1	0	0	0	0	2	0	5	0	0	0	0	1	3	0	1	0	2	0	0	1	0	2	1	0	0	0	0	0	0	3	1	0	0	2	1	1	0
1:Del:C:5	1	0	1	0	2	1	0	0	0	0	4	0	0	1	1	2	4	1	1	0	1	1	1	1	3	0	0	0	0	2	0	3	0	1	0	0	0	1	2	1	7	2	0	0	1	0	0	1	0	1	5	0	3	0	0	0	0	1	1	0	9	0	5	0	1	1	0	1	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	3	0	1	2	0	0	0	0	1
1:Del:T:0	10	27	4	20	4	1	2	0	10	4	0	12	0	1	5	10	14	6	8	6	17	2	10	6	4	32	6	13	0	12	19	1	16	1	1	10	12	7	2	7	13	6	12	11	19	3	21	4	2	0	2	5	29	8	3	6	4	0	25	1	6	10	2	4	3	6	0	13	0	31	15	2	16	2	5	26	12	9	13	18	2	0	7	4	21	1	0	12	6	7	5	1	22	2	1	8	17	3	4	20
1:Del:T:1	13	6	3	49	35	11	3	3	23	9	6	15	3	1	3	35	8	1	2	0	5	3	14	4	22	19	37	1	34	3	67	8	7	51	8	3	3	6	18	9	9	10	10	1	21	1	12	17	1	4	24	51	10	23	8	6	18	54	21	0	2	8	11	1	5	15	13	6	11	13	4	2	15	5	1	17	5	7	5	15	1	19	4	2	14	18	0	9	4	26	21	1	22	3	59	7	16	30	7	7
1:Del:T:2	39	15	11	165	119	42	0	13	57	16	20	41	9	7	5	110	33	5	3	5	13	6	42	2	72	41	127	6	116	5	178	42	18	144	22	7	18	10	31	20	22	28	22	5	25	7	22	72	0	11	68	185	27	54	1	6	79	200	47	4	0	29	63	11	5	70	33	6	37	36	9	16	53	19	12	30	14	5	3	42	6	99	30	2	27	80	3	19	6	99	45	4	56	17	208	22	54	103	11	21
1:Del:T:3	12	19	4	28	3	1	1	0	20	0	6	10	2	2	3	7	22	1	2	11	11	2	5	3	6	39	2	14	0	6	22	1	22	5	1	7	16	18	3	4	21	5	10	4	29	3	23	3	0	4	4	2	39	6	5	4	2	3	24	2	2	7	14	3	0	1	0	5	1	30	15	0	24	1	3	26	14	6	6	21	2	1	5	3	31	0	4	4	10	3	8	5	22	2	4	8	14	4	6	19
